,residual,county_state
17097,199.11395,"Lake County, Illinois"
17099,-120.2417,"LaSalle County, Illinois"
17101,-192.28801,"Lawrence County, Illinois"
17103,-62.488922,"Lee County, Illinois"
17105,-146.21088,"Livingston County, Illinois"
17107,-227.55844,"Logan County, Illinois"
17109,78.77675,"McDonough County, Illinois"
17111,-25.91745,"McHenry County, Illinois"
17113,-254.80142,"McLean County, Illinois"
17115,-41.80162,"Macon County, Illinois"
17117,-9.3038025,"Macoupin County, Illinois"
17119,-36.506363,"Madison County, Illinois"
17121,-28.686676,"Marion County, Illinois"
17123,-68.22575,"Marshall County, Illinois"
17125,40.05018,"Mason County, Illinois"
17127,-105.812,"Massac County, Illinois"
17129,49.969673,"Menard County, Illinois"
17131,-45.078606,"Mercer County, Illinois"
17133,144.0564,"Monroe County, Illinois"
17135,24.874657,"Montgomery County, Illinois"
17137,-51.196922,"Morgan County, Illinois"
17139,-51.125355,"Moultrie County, Illinois"
17141,185.69432,"Ogle County, Illinois"
17143,-223.48073,"Peoria County, Illinois"
17145,-56.80568,"Perry County, Illinois"
17147,-59.117615,"Piatt County, Illinois"
17149,-18.562485,"Pike County, Illinois"
17151,-115.57369,"Pope County, Illinois"
17153,460.9552,"Pulaski County, Illinois"
17155,-42.192005,"Putnam County, Illinois"
17157,492.06277,"Randolph County, Illinois"
17159,-71.720276,"Richland County, Illinois"
17161,60.285767,"Rock Island County, Illinois"
17163,-122.49393,"St. Clair County, Illinois"
17165,-115.45439,"Saline County, Illinois"
17167,-20.18126,"Sangamon County, Illinois"
17169,24.689697,"Schuyler County, Illinois"
17171,-93.78151,"Scott County, Illinois"
17173,-11.546391,"Shelby County, Illinois"
17175,-37.87793,"Stark County, Illinois"
17177,124.43736,"Stephenson County, Illinois"
17179,-102.2159,"Tazewell County, Illinois"
17181,668.7361,"Union County, Illinois"
17183,-151.27475,"Vermilion County, Illinois"
17185,-84.29944,"Wabash County, Illinois"
17187,332.09433,"Warren County, Illinois"
17189,-10.318649,"Washington County, Illinois"
17191,3.6025887,"Wayne County, Illinois"
17193,-102.6585,"White County, Illinois"
17195,27.445251,"Whiteside County, Illinois"
17197,162.52225,"Will County, Illinois"
17199,-51.225334,"Williamson County, Illinois"
17201,165.37671,"Winnebago County, Illinois"
17203,-174.1382,"Woodford County, Illinois"
18001,-65.01366,"Adams County, Indiana"
18003,-85.16144,"Allen County, Indiana"
18005,-46.31186,"Bartholomew County, Indiana"
18007,-47.11856,"Benton County, Indiana"
18009,-10.543396,"Blackford County, Indiana"
18011,30.69516,"Boone County, Indiana"
18013,53.329132,"Brown County, Indiana"
18015,162.90349,"Carroll County, Indiana"
18017,3640.252,"Cass County, Indiana"
18019,-14.012024,"Clark County, Indiana"
18021,-111.82996,"Clay County, Indiana"
18023,128.41144,"Clinton County, Indiana"
18025,32.74286,"Crawford County, Indiana"
18027,-70.28635,"Daviess County, Indiana"
18029,80.58063,"Dearborn County, Indiana"
18031,563.0128,"Decatur County, Indiana"
18033,-252.20486,"DeKalb County, Indiana"
18035,38.936447,"Delaware County, Indiana"
18037,-458.71765,"Dubois County, Indiana"
18039,-136.62756,"Elkhart County, Indiana"
18041,-61.65547,"Fayette County, Indiana"
18043,110.147,"Floyd County, Indiana"
18045,-111.650024,"Fountain County, Indiana"
18047,267.32474,"Franklin County, Indiana"
18049,32.963287,"Fulton County, Indiana"
18051,-125.9656,"Gibson County, Indiana"
18053,39.69005,"Grant County, Indiana"
18055,316.25653,"Greene County, Indiana"
18057,-280.04037,"Hamilton County, Indiana"
18059,145.358,"Hancock County, Indiana"
18061,239.75572,"Harrison County, Indiana"
18063,284.48193,"Hendricks County, Indiana"
18065,38.34381,"Henry County, Indiana"
18067,142.21262,"Howard County, Indiana"
18069,-95.82141,"Huntington County, Indiana"
18071,157.39276,"Jackson County, Indiana"
18073,-152.0157,"Jasper County, Indiana"
18075,-52.367706,"Jay County, Indiana"
18077,-65.641335,"Jefferson County, Indiana"
18079,180.85434,"Jennings County, Indiana"
18081,359.05463,"Johnson County, Indiana"
18083,-102.80792,"Knox County, Indiana"
18085,-153.10225,"Kosciusko County, Indiana"
18087,-223.13248,"LaGrange County, Indiana"
18089,-66.30615,"Lake County, Indiana"
18091,30.81247,"LaPorte County, Indiana"
18093,126.6246,"Lawrence County, Indiana"
18095,128.77374,"Madison County, Indiana"
18097,355.05722,"Marion County, Indiana"
18099,-268.73035,"Marshall County, Indiana"
18101,-116.85333,"Martin County, Indiana"
18103,183.35721,"Miami County, Indiana"
18105,-29.512146,"Monroe County, Indiana"
18107,230.9064,"Montgomery County, Indiana"
18109,116.64665,"Morgan County, Indiana"
18111,278.7515,"Newton County, Indiana"
18113,48.036835,"Noble County, Indiana"
18115,32.71443,"Ohio County, Indiana"
18117,429.01367,"Orange County, Indiana"
18119,-50.534027,"Owen County, Indiana"
18121,-110.851616,"Parke County, Indiana"
18123,-104.54307,"Perry County, Indiana"
18125,-157.51895,"Pike County, Indiana"
18127,-180.75644,"Porter County, Indiana"
18129,-128.22647,"Posey County, Indiana"
18131,102.01756,"Pulaski County, Indiana"
18133,-15.26709,"Putnam County, Indiana"
18135,-108.4161,"Randolph County, Indiana"
18137,160.54744,"Ripley County, Indiana"
18139,-23.179733,"Rush County, Indiana"
18141,-6.4528503,"St. Joseph County, Indiana"
18143,73.84921,"Scott County, Indiana"
18145,258.1763,"Shelby County, Indiana"
18147,-210.62527,"Spencer County, Indiana"
18149,-56.782486,"Starke County, Indiana"
18151,28.026917,"Steuben County, Indiana"
18153,-347.43796,"Sullivan County, Indiana"
18155,-54.5562,"Switzerland County, Indiana"
18157,-140.87451,"Tippecanoe County, Indiana"
18159,-66.43802,"Tipton County, Indiana"
18161,-117.27929,"Union County, Indiana"
18163,-147.23907,"Vanderburgh County, Indiana"
18165,-145.52553,"Vermillion County, Indiana"
18167,-102.03324,"Vigo County, Indiana"
18169,97.216675,"Wabash County, Indiana"
18171,-45.71312,"Warren County, Indiana"
18173,7.149582,"Warrick County, Indiana"
18175,-91.10878,"Washington County, Indiana"
18177,-128.23306,"Wayne County, Indiana"
18179,-125.09613,"Wells County, Indiana"
18181,499.1042,"White County, Indiana"
18183,-163.76376,"Whitley County, Indiana"
19001,-62.08801,"Adair County, Iowa"
19003,-51.090637,"Adams County, Iowa"
19005,682.8232,"Allamakee County, Iowa"
19007,-11.284943,"Appanoose County, Iowa"
19009,149.70416,"Audubon County, Iowa"
19011,-29.261139,"Benton County, Iowa"
19013,592.5051,"Black Hawk County, Iowa"
19015,-22.981766,"Boone County, Iowa"
19017,185.82498,"Bremer County, Iowa"
19019,14.996887,"Buchanan County, Iowa"
19021,-1511.3179,"Buena Vista County, Iowa"
19023,-24.805168,"Butler County, Iowa"
19025,-86.35584,"Calhoun County, Iowa"
19027,-32.64301,"Carroll County, Iowa"
19029,-302.2901,"Cass County, Iowa"
19031,100.527855,"Cedar County, Iowa"
19033,-107.20256,"Cerro Gordo County, Iowa"
19035,-97.24751,"Cherokee County, Iowa"
19037,-68.09325,"Chickasaw County, Iowa"
19039,-151.21239,"Clarke County, Iowa"
19041,-64.59061,"Clay County, Iowa"
19043,53.44236,"Clayton County, Iowa"
19045,5.7332,"Clinton County, Iowa"
19047,435.30884,"Crawford County, Iowa"
19049,434.3538,"Dallas County, Iowa"
19051,45.948334,"Davis County, Iowa"
19053,-155.7231,"Decatur County, Iowa"
19055,-70.35385,"Delaware County, Iowa"
19057,-247.08723,"Des Moines County, Iowa"
19059,-78.97104,"Dickinson County, Iowa"
19061,89.40315,"Dubuque County, Iowa"
19063,-1248.641,"Emmet County, Iowa"
19065,-13.590767,"Fayette County, Iowa"
19067,-142.11908,"Floyd County, Iowa"
19069,-290.4006,"Franklin County, Iowa"
19071,-75.483536,"Fremont County, Iowa"
19073,96.89157,"Greene County, Iowa"
19075,22.009918,"Grundy County, Iowa"
19077,214.8511,"Guthrie County, Iowa"
19079,-141.63278,"Hamilton County, Iowa"
19081,-62.969,"Hancock County, Iowa"
19083,-70.18535,"Hardin County, Iowa"
19085,1.9687042,"Harrison County, Iowa"
19087,-41.068924,"Henry County, Iowa"
19089,14.934601,"Howard County, Iowa"
19091,-82.15562,"Humboldt County, Iowa"
19093,-12.715065,"Ida County, Iowa"
19095,27.527649,"Iowa County, Iowa"
19097,-135.21432,"Jackson County, Iowa"
19099,497.02914,"Jasper County, Iowa"
19101,-232.33922,"Jefferson County, Iowa"
19103,87.697266,"Johnson County, Iowa"
19105,-19.600128,"Jones County, Iowa"
19107,33.727127,"Keokuk County, Iowa"
19109,-109.99516,"Kossuth County, Iowa"
19111,-47.870796,"Lee County, Iowa"
19113,147.61429,"Linn County, Iowa"
19115,1821.1428,"Louisa County, Iowa"
19117,-78.01237,"Lucas County, Iowa"
19119,26.606956,"Lyon County, Iowa"
19121,-99.81545,"Madison County, Iowa"
19123,-80.82991,"Mahaska County, Iowa"
19125,-72.910645,"Marion County, Iowa"
19127,934.67865,"Marshall County, Iowa"
19129,-78.415276,"Mills County, Iowa"
19131,-76.89479,"Mitchell County, Iowa"
19133,89.46558,"Monona County, Iowa"
19135,222.30086,"Monroe County, Iowa"
19137,-54.258648,"Montgomery County, Iowa"
19139,255.42285,"Muscatine County, Iowa"
19141,-86.75775,"O'Brien County, Iowa"
19143,200.64215,"Osceola County, Iowa"
19145,-79.91944,"Page County, Iowa"
19147,-94.77973,"Palo Alto County, Iowa"
19149,9.569458,"Plymouth County, Iowa"
19151,-31.664425,"Pocahontas County, Iowa"
19153,-26.648254,"Polk County, Iowa"
19155,-107.10683,"Pottawattamie County, Iowa"
19157,255.24951,"Poweshiek County, Iowa"
19159,-75.355415,"Ringgold County, Iowa"
19161,-75.64813,"Sac County, Iowa"
19163,-856.46124,"Scott County, Iowa"
19165,36.03029,"Shelby County, Iowa"
19167,-19.497162,"Sioux County, Iowa"
19169,-26.69542,"Story County, Iowa"
19171,1864.4587,"Tama County, Iowa"
19173,-155.23901,"Taylor County, Iowa"
19175,-96.856125,"Union County, Iowa"
19177,72.874626,"Van Buren County, Iowa"
19179,672.53955,"Wapello County, Iowa"
19181,-50.118942,"Warren County, Iowa"
19183,558.5331,"Washington County, Iowa"
19185,-39.554157,"Wayne County, Iowa"
19187,-254.9348,"Webster County, Iowa"
19189,-48.692528,"Winnebago County, Iowa"
19191,-49.24733,"Winneshiek County, Iowa"
19193,1023.76575,"Woodbury County, Iowa"
19195,-164.18965,"Worth County, Iowa"
19197,-359.58826,"Wright County, Iowa"
20001,-57.27775,"Allen County, Kansas"
20003,-67.34111,"Anderson County, Kansas"
20005,-49.652016,"Atchison County, Kansas"
20007,-7.1047535,"Barber County, Kansas"
20009,-241.96759,"Barton County, Kansas"
20011,-0.9987335,"Bourbon County, Kansas"
20013,-119.39227,"Brown County, Kansas"
20015,-102.86771,"Butler County, Kansas"
20017,71.40706,"Chase County, Kansas"
20019,76.17712,"Chautauqua County, Kansas"
20021,-17.847198,"Cherokee County, Kansas"
20023,64.46963,"Cheyenne County, Kansas"
20025,936.66614,"Clark County, Kansas"
20027,-3.911934,"Clay County, Kansas"
20029,24.697933,"Cloud County, Kansas"
20031,549.58093,"Coffey County, Kansas"
20033,-28.91303,"Comanche County, Kansas"
20035,-98.59298,"Cowley County, Kansas"
20037,-85.04502,"Crawford County, Kansas"
20039,-21.661776,"Decatur County, Kansas"
20041,-39.279438,"Dickinson County, Kansas"
20043,6.174637,"Doniphan County, Kansas"
20045,-121.903854,"Douglas County, Kansas"
20047,-289.7246,"Edwards County, Kansas"
20049,2.6121147,"Elk County, Kansas"
20051,-57.18917,"Ellis County, Kansas"
20053,-51.87547,"Ellsworth County, Kansas"
20055,1304.1228,"Finney County, Kansas"
20057,1762.0603,"Ford County, Kansas"
20059,18.865868,"Franklin County, Kansas"
20061,-645.3252,"Geary County, Kansas"
20063,3.1726227,"Gove County, Kansas"
20065,-81.94968,"Graham County, Kansas"
20067,-691.0503,"Grant County, Kansas"
20069,-171.17561,"Gray County, Kansas"
20071,-496.475,"Greeley County, Kansas"
20073,17.497696,"Greenwood County, Kansas"
20075,-37.61389,"Hamilton County, Kansas"
20077,-40.563606,"Harper County, Kansas"
20079,-105.833015,"Harvey County, Kansas"
20081,-68.404755,"Haskell County, Kansas"
20083,-52.70051,"Hodgeman County, Kansas"
20085,3.3204346,"Jackson County, Kansas"
20087,-16.129883,"Jefferson County, Kansas"
20089,105.264244,"Jewell County, Kansas"
20091,-125.11158,"Johnson County, Kansas"
20093,371.2987,"Kearny County, Kansas"
20095,-69.42975,"Kingman County, Kansas"
20097,73.85805,"Kiowa County, Kansas"
20099,-10.05127,"Labette County, Kansas"
20101,-45.550884,"Lane County, Kansas"
20103,1017.6752,"Leavenworth County, Kansas"
20105,-26.110502,"Lincoln County, Kansas"
20107,-29.22474,"Linn County, Kansas"
20109,-39.063103,"Logan County, Kansas"
20111,677.26465,"Lyon County, Kansas"
20113,-49.646484,"McPherson County, Kansas"
20115,9.89695,"Marion County, Kansas"
20117,-80.00029,"Marshall County, Kansas"
20119,389.2908,"Meade County, Kansas"
20121,-81.01123,"Miami County, Kansas"
20123,-36.94359,"Mitchell County, Kansas"
20125,-40.63611,"Montgomery County, Kansas"
20127,11.975204,"Morris County, Kansas"
20129,-283.66077,"Morton County, Kansas"
20131,-80.74109,"Nemaha County, Kansas"
20133,-53.71203,"Neosho County, Kansas"
20135,-5.200965,"Ness County, Kansas"
20137,-80.68281,"Norton County, Kansas"
20139,-21.43029,"Osage County, Kansas"
20141,-8.600723,"Osborne County, Kansas"
20143,1.7816391,"Ottawa County, Kansas"
20145,-202.87498,"Pawnee County, Kansas"
20147,-36.036552,"Phillips County, Kansas"
20149,5.2840424,"Pottawatomie County, Kansas"
20151,-14.444741,"Pratt County, Kansas"
20153,-41.664547,"Rawlins County, Kansas"
20155,-106.72394,"Reno County, Kansas"
20157,20.768158,"Republic County, Kansas"
20159,-126.82911,"Rice County, Kansas"
20161,-167.01324,"Riley County, Kansas"
20163,90.00684,"Rooks County, Kansas"
20165,-31.623997,"Rush County, Kansas"
20167,-21.910189,"Russell County, Kansas"
20169,-240.8677,"Saline County, Kansas"
20171,-293.79382,"Scott County, Kansas"
20173,-219.17053,"Sedgwick County, Kansas"
20175,643.8176,"Seward County, Kansas"
20177,-113.492905,"Shawnee County, Kansas"
20179,60.100136,"Sheridan County, Kansas"
20181,-121.652374,"Sherman County, Kansas"
20183,-11.371204,"Smith County, Kansas"
20185,-153.63727,"Stafford County, Kansas"
20187,-55.860443,"Stanton County, Kansas"
20189,-52.330017,"Stevens County, Kansas"
20191,-41.506638,"Sumner County, Kansas"
20193,-23.880363,"Thomas County, Kansas"
20195,0.86656916,"Trego County, Kansas"
20197,358.81955,"Wabaunsee County, Kansas"
20199,-114.22038,"Wallace County, Kansas"
20201,-113.45098,"Washington County, Kansas"
20203,-332.69016,"Wichita County, Kansas"
20205,-32.09173,"Wilson County, Kansas"
20207,174.5463,"Woodson County, Kansas"
20209,-203.06488,"Wyandotte County, Kansas"
21001,359.46887,"Adair County, Kentucky"
21003,46.39749,"Allen County, Kentucky"
21005,-30.755295,"Anderson County, Kentucky"
21007,107.14125,"Ballard County, Kentucky"
21009,-187.86386,"Barren County, Kentucky"
21011,-140.9157,"Bath County, Kentucky"
21013,-190.90448,"Bell County, Kentucky"
21015,92.883896,"Boone County, Kentucky"
21017,-229.86496,"Bourbon County, Kentucky"
21019,30.336815,"Boyd County, Kentucky"
21021,-91.55821,"Boyle County, Kentucky"
21023,-17.179398,"Bracken County, Kentucky"
21025,-51.014442,"Breathitt County, Kentucky"
21027,-58.102943,"Breckinridge County, Kentucky"
21029,-111.27921,"Bullitt County, Kentucky"
21031,1579.8569,"Butler County, Kentucky"
21033,-77.21935,"Caldwell County, Kentucky"
21035,-70.25316,"Calloway County, Kentucky"
21037,11.121124,"Campbell County, Kentucky"
21039,17.847115,"Carlisle County, Kentucky"
21041,-137.6931,"Carroll County, Kentucky"
21043,-73.33174,"Carter County, Kentucky"
21045,-109.07523,"Casey County, Kentucky"
21047,-86.55626,"Christian County, Kentucky"
21049,-132.04216,"Clark County, Kentucky"
21051,-104.91033,"Clay County, Kentucky"
21053,-136.65361,"Clinton County, Kentucky"
21055,21.73068,"Crittenden County, Kentucky"
21057,-49.04622,"Cumberland County, Kentucky"
21059,73.67828,"Daviess County, Kentucky"
21061,338.88007,"Edmonson County, Kentucky"
21063,-159.28546,"Elliott County, Kentucky"
21065,-85.41803,"Estill County, Kentucky"
21067,-171.03194,"Fayette County, Kentucky"
21069,-94.66569,"Fleming County, Kentucky"
21071,-157.55135,"Floyd County, Kentucky"
21073,-155.81636,"Franklin County, Kentucky"
21075,-49.534744,"Fulton County, Kentucky"
21077,-142.01366,"Gallatin County, Kentucky"
21079,-81.24577,"Garrard County, Kentucky"
21081,29.752708,"Grant County, Kentucky"
21083,241.06354,"Graves County, Kentucky"
21085,327.4159,"Grayson County, Kentucky"
21087,-167.40872,"Green County, Kentucky"
21089,-99.425995,"Greenup County, Kentucky"
21091,-377.47217,"Hancock County, Kentucky"
21093,-130.58916,"Hardin County, Kentucky"
21095,-66.78192,"Harlan County, Kentucky"
21097,-89.61069,"Harrison County, Kentucky"
21099,-90.50513,"Hart County, Kentucky"
21101,14.312561,"Henderson County, Kentucky"
21103,10.356537,"Henry County, Kentucky"
21105,-3.0893173,"Hickman County, Kentucky"
21107,336.4145,"Hopkins County, Kentucky"
21109,286.15466,"Jackson County, Kentucky"
21111,-116.74904,"Jefferson County, Kentucky"
21113,-108.051125,"Jessamine County, Kentucky"
21115,-46.366478,"Johnson County, Kentucky"
21117,89.20448,"Kenton County, Kentucky"
21119,-35.8925,"Knott County, Kentucky"
21121,-74.58507,"Knox County, Kentucky"
21123,-24.978207,"Larue County, Kentucky"
21125,-72.98404,"Laurel County, Kentucky"
21127,-118.697754,"Lawrence County, Kentucky"
21129,-1265.568,"Lee County, Kentucky"
21131,108.504974,"Leslie County, Kentucky"
21133,-121.300705,"Letcher County, Kentucky"
21135,-111.846436,"Lewis County, Kentucky"
21137,-130.56332,"Lincoln County, Kentucky"
21139,1.3917389,"Livingston County, Kentucky"
21141,-12.031189,"Logan County, Kentucky"
21143,65.86106,"Lyon County, Kentucky"
21145,-34.918373,"McCracken County, Kentucky"
21147,-247.15561,"McCreary County, Kentucky"
21149,69.28627,"McLean County, Kentucky"
21151,-67.66962,"Madison County, Kentucky"
21153,34.83673,"Magoffin County, Kentucky"
21155,-63.46528,"Marion County, Kentucky"
21157,46.1307,"Marshall County, Kentucky"
21159,-220.62085,"Martin County, Kentucky"
21161,-169.75508,"Mason County, Kentucky"
21163,-86.05287,"Meade County, Kentucky"
21165,-144.9339,"Menifee County, Kentucky"
21167,-61.13813,"Mercer County, Kentucky"
21169,-190.8678,"Metcalfe County, Kentucky"
21171,-89.56914,"Monroe County, Kentucky"
21173,-170.73862,"Montgomery County, Kentucky"
21175,-70.61625,"Morgan County, Kentucky"
21177,1305.7598,"Muhlenberg County, Kentucky"
21179,-111.429085,"Nelson County, Kentucky"
21181,-113.44584,"Nicholas County, Kentucky"
21183,274.59338,"Ohio County, Kentucky"
21185,-108.02579,"Oldham County, Kentucky"
21187,-136.53682,"Owen County, Kentucky"
21189,55.40827,"Owsley County, Kentucky"
21191,-119.99107,"Pendleton County, Kentucky"
21193,47.83126,"Perry County, Kentucky"
21195,-57.941414,"Pike County, Kentucky"
21197,-99.909676,"Powell County, Kentucky"
21199,-41.040466,"Pulaski County, Kentucky"
21201,-179.34894,"Robertson County, Kentucky"
21203,-36.693413,"Rockcastle County, Kentucky"
21205,-28.39699,"Rowan County, Kentucky"
21207,-0.17527771,"Russell County, Kentucky"
21209,-127.956985,"Scott County, Kentucky"
21211,-231.81926,"Shelby County, Kentucky"
21213,22.062988,"Simpson County, Kentucky"
21215,-154.68478,"Spencer County, Kentucky"
21217,-134.42809,"Taylor County, Kentucky"
21219,-36.98607,"Todd County, Kentucky"
21221,-89.19377,"Trigg County, Kentucky"
21223,-95.642365,"Trimble County, Kentucky"
21225,-122.76448,"Union County, Kentucky"
21227,346.292,"Warren County, Kentucky"
21229,-156.67633,"Washington County, Kentucky"
21231,-222.03587,"Wayne County, Kentucky"
21233,-18.36058,"Webster County, Kentucky"
21235,10.365391,"Whitley County, Kentucky"
21237,173.06097,"Wolfe County, Kentucky"
21239,-737.9128,"Woodford County, Kentucky"
22001,-24.056671,"Acadia Parish, Louisiana"
22003,43.098236,"Allen Parish, Louisiana"
22005,189.16235,"Ascension Parish, Louisiana"
22007,338.65424,"Assumption Parish, Louisiana"
22009,-221.02878,"Avoyelles Parish, Louisiana"
22011,-107.40968,"Beauregard Parish, Louisiana"
22013,252.88846,"Bienville Parish, Louisiana"
22015,-180.08234,"Bossier Parish, Louisiana"
22017,329.23178,"Caddo Parish, Louisiana"
22019,-93.43997,"Calcasieu Parish, Louisiana"
22021,249.83333,"Caldwell Parish, Louisiana"
22023,-354.39597,"Cameron Parish, Louisiana"
22025,627.9487,"Catahoula Parish, Louisiana"
22027,-150.86261,"Claiborne Parish, Louisiana"
22029,-393.34082,"Concordia Parish, Louisiana"
22031,312.8774,"De Soto Parish, Louisiana"
22033,134.83887,"East Baton Rouge Parish, Louisiana"
22035,97.88257,"East Carroll Parish, Louisiana"
22037,340.5562,"East Feliciana Parish, Louisiana"
22039,-267.47107,"Evangeline Parish, Louisiana"
22041,910.8535,"Franklin Parish, Louisiana"
22043,-539.2137,"Grant Parish, Louisiana"
22045,-189.25375,"Iberia Parish, Louisiana"
22047,861.53143,"Iberville Parish, Louisiana"
22049,-15.344299,"Jackson Parish, Louisiana"
22051,566.9966,"Jefferson Parish, Louisiana"
22053,-34.755768,"Jefferson Davis Parish, Louisiana"
22055,-296.61005,"Lafayette Parish, Louisiana"
22057,536.47736,"Lafourche Parish, Louisiana"
22059,-144.64404,"LaSalle Parish, Louisiana"
22061,-314.77704,"Lincoln Parish, Louisiana"
22063,-129.72911,"Livingston Parish, Louisiana"
22065,-227.02214,"Madison Parish, Louisiana"
22067,-297.23,"Morehouse Parish, Louisiana"
22069,-18.301514,"Natchitoches Parish, Louisiana"
22071,802.87897,"Orleans Parish, Louisiana"
22073,81.37909,"Ouachita Parish, Louisiana"
22075,-159.71552,"Plaquemines Parish, Louisiana"
22077,129.38483,"Pointe Coupee Parish, Louisiana"
22079,-94.15192,"Rapides Parish, Louisiana"
22081,-74.67804,"Red River Parish, Louisiana"
22083,-203.57037,"Richland Parish, Louisiana"
22085,-123.31285,"Sabine Parish, Louisiana"
22087,491.8543,"St. Bernard Parish, Louisiana"
22089,167.93079,"St. Charles Parish, Louisiana"
22091,-66.44681,"St. Helena Parish, Louisiana"
22093,151.34644,"St. James Parish, Louisiana"
22095,857.5454,"St. John the Baptist Parish, Louisiana"
22097,-324.3823,"St. Landry Parish, Louisiana"
22099,-19.108734,"St. Martin Parish, Louisiana"
22101,-332.76733,"St. Mary Parish, Louisiana"
22103,-161.64154,"St. Tammany Parish, Louisiana"
22105,93.72586,"Tangipahoa Parish, Louisiana"
22107,-513.68854,"Tensas Parish, Louisiana"
22109,149.16351,"Terrebonne Parish, Louisiana"
22111,659.41907,"Union Parish, Louisiana"
22113,-435.5365,"Vermilion Parish, Louisiana"
22115,-469.06735,"Vernon Parish, Louisiana"
22117,338.40753,"Washington Parish, Louisiana"
22119,-252.72473,"Webster Parish, Louisiana"
22121,119.65689,"West Baton Rouge Parish, Louisiana"
22123,-362.66837,"West Carroll Parish, Louisiana"
22125,-247.02905,"West Feliciana Parish, Louisiana"
22127,53.916077,"Winn Parish, Louisiana"
23001,-51.582024,"Androscoggin County, Maine"
23003,-18.694746,"Aroostook County, Maine"
23005,177.79645,"Cumberland County, Maine"
23007,60.94923,"Franklin County, Maine"
23009,-63.72058,"Hancock County, Maine"
23011,36.063328,"Kennebec County, Maine"
23013,-9.2557335,"Knox County, Maine"
23015,12.708492,"Lincoln County, Maine"
23017,-37.893425,"Oxford County, Maine"
23019,-16.080418,"Penobscot County, Maine"
23021,-29.288807,"Piscataquis County, Maine"
23023,-25.105133,"Sagadahoc County, Maine"
23025,9.050129,"Somerset County, Maine"
23027,77.39508,"Waldo County, Maine"
23029,-23.961653,"Washington County, Maine"
23031,10.9627075,"York County, Maine"
24001,90.68956,"Allegany County, Maryland"
24003,161.13641,"Anne Arundel County, Maryland"
24005,105.990814,"Baltimore County, Maryland"
24009,-38.19101,"Calvert County, Maryland"
24011,105.74704,"Caroline County, Maryland"
24013,113.131226,"Carroll County, Maryland"
24015,44.29181,"Cecil County, Maryland"
24017,243.44684,"Charles County, Maryland"
24019,-49.394135,"Dorchester County, Maryland"
24021,97.6297,"Frederick County, Maryland"
24023,-43.213192,"Garrett County, Maryland"
24025,-71.6481,"Harford County, Maryland"
24027,75.64786,"Howard County, Maryland"
24029,509.66156,"Kent County, Maryland"
24031,292.4499,"Montgomery County, Maryland"
24033,175.46521,"Prince George's County, Maryland"
24035,-154.46796,"Queen Anne's County, Maryland"
24037,-2.3813782,"St. Mary's County, Maryland"
24039,-116.14975,"Somerset County, Maryland"
24041,-323.52304,"Talbot County, Maryland"
24043,-74.562485,"Washington County, Maryland"
24045,357.97314,"Wicomico County, Maryland"
24047,70.486435,"Worcester County, Maryland"
24510,84.127686,"Baltimore city, Maryland"
25001,280.2947,"Barnstable County, Massachusetts"
25003,-75.405334,"Berkshire County, Massachusetts"
25005,278.9939,"Bristol County, Massachusetts"
25007,-156.9757,"Dukes County, Massachusetts"
25009,-517.05786,"Essex County, Massachusetts"
25011,217.73889,"Franklin County, Massachusetts"
25013,-66.21106,"Hampden County, Massachusetts"
25015,-82.91046,"Hampshire County, Massachusetts"
25017,445.37598,"Middlesex County, Massachusetts"
25019,-685.864,"Nantucket County, Massachusetts"
25021,194.62549,"Norfolk County, Massachusetts"
25023,742.81213,"Plymouth County, Massachusetts"
25025,788.1094,"Suffolk County, Massachusetts"
25027,173.87152,"Worcester County, Massachusetts"
26001,2.1551018,"Alcona County, Michigan"
26003,-113.764946,"Alger County, Michigan"
26005,13.428757,"Allegan County, Michigan"
26007,256.42682,"Alpena County, Michigan"
26009,-41.533615,"Antrim County, Michigan"
26011,119.90772,"Arenac County, Michigan"
26013,-86.76607,"Baraga County, Michigan"
26015,-34.2154,"Barry County, Michigan"
26017,111.57962,"Bay County, Michigan"
26019,-46.155518,"Benzie County, Michigan"
26021,18.210724,"Berrien County, Michigan"
26023,151.49023,"Branch County, Michigan"
26025,-6.0187683,"Calhoun County, Michigan"
26027,-74.601395,"Cass County, Michigan"
26029,-20.173775,"Charlevoix County, Michigan"
26031,48.810673,"Cheboygan County, Michigan"
26033,-147.22583,"Chippewa County, Michigan"
26035,-53.204617,"Clare County, Michigan"
26037,19.973007,"Clinton County, Michigan"
26039,345.8134,"Crawford County, Michigan"
26041,-5.7031364,"Delta County, Michigan"
26043,-63.197918,"Dickinson County, Michigan"
26045,-80.11633,"Eaton County, Michigan"
26047,-10.633884,"Emmet County, Michigan"
26049,201.03928,"Genesee County, Michigan"
26051,-39.185852,"Gladwin County, Michigan"
26053,-52.4787,"Gogebic County, Michigan"
26055,-62.435764,"Grand Traverse County, Michigan"
26057,-124.29291,"Gratiot County, Michigan"
26059,257.92145,"Hillsdale County, Michigan"
26061,-179.40997,"Houghton County, Michigan"
26063,-2.1403809,"Huron County, Michigan"
26065,-2.2774963,"Ingham County, Michigan"
26067,-93.53668,"Ionia County, Michigan"
26069,196.38606,"Iosco County, Michigan"
26071,-32.109966,"Iron County, Michigan"
26073,-9.468491,"Isabella County, Michigan"
26075,104.16489,"Jackson County, Michigan"
26077,121.44693,"Kalamazoo County, Michigan"
26079,44.002926,"Kalkaska County, Michigan"
