,residual,county_state
17099,-124.01341,"LaSalle County, Illinois"
17101,-177.01532,"Lawrence County, Illinois"
17103,-53.151978,"Lee County, Illinois"
17105,-128.62039,"Livingston County, Illinois"
17107,-232.84677,"Logan County, Illinois"
17109,-32.61615,"McDonough County, Illinois"
17111,-221.39072,"McHenry County, Illinois"
17113,-246.83154,"McLean County, Illinois"
17115,-42.59677,"Macon County, Illinois"
17117,-39.553062,"Macoupin County, Illinois"
17119,-62.318314,"Madison County, Illinois"
17121,-27.319885,"Marion County, Illinois"
17123,-71.36154,"Marshall County, Illinois"
17125,18.37381,"Mason County, Illinois"
17127,-78.06142,"Massac County, Illinois"
17129,29.269089,"Menard County, Illinois"
17131,-37.77639,"Mercer County, Illinois"
17133,83.13417,"Monroe County, Illinois"
17135,2.8706055,"Montgomery County, Illinois"
17137,-77.72285,"Morgan County, Illinois"
17139,-94.7608,"Moultrie County, Illinois"
17141,153.02412,"Ogle County, Illinois"
17143,-230.47856,"Peoria County, Illinois"
17145,-157.74516,"Perry County, Illinois"
17147,-77.66673,"Piatt County, Illinois"
17149,-39.620815,"Pike County, Illinois"
17151,-145.05943,"Pope County, Illinois"
17153,434.219,"Pulaski County, Illinois"
17155,-60.646336,"Putnam County, Illinois"
17157,490.99292,"Randolph County, Illinois"
17159,-65.21889,"Richland County, Illinois"
17161,89.0925,"Rock Island County, Illinois"
17163,-93.87164,"St. Clair County, Illinois"
17165,-122.97377,"Saline County, Illinois"
17167,-57.722885,"Sangamon County, Illinois"
17169,-5.5677414,"Schuyler County, Illinois"
17171,-75.04528,"Scott County, Illinois"
17173,-29.588306,"Shelby County, Illinois"
17175,-49.788094,"Stark County, Illinois"
17177,137.9495,"Stephenson County, Illinois"
17179,-112.76466,"Tazewell County, Illinois"
17181,623.9396,"Union County, Illinois"
17183,-145.31175,"Vermilion County, Illinois"
17185,-93.24168,"Wabash County, Illinois"
17187,296.89404,"Warren County, Illinois"
17189,-12.017593,"Washington County, Illinois"
17191,-21.699242,"Wayne County, Illinois"
17193,-98.4529,"White County, Illinois"
17195,-16.857391,"Whiteside County, Illinois"
17197,208.58264,"Will County, Illinois"
17199,-59.597313,"Williamson County, Illinois"
17201,227.45148,"Winnebago County, Illinois"
17203,-122.94969,"Woodford County, Illinois"
18001,-174.6014,"Adams County, Indiana"
18003,-31.7005,"Allen County, Indiana"
18005,-14.5784,"Bartholomew County, Indiana"
18007,-34.967194,"Benton County, Indiana"
18009,15.658417,"Blackford County, Indiana"
18011,20.02826,"Boone County, Indiana"
18013,45.577896,"Brown County, Indiana"
18015,172.87709,"Carroll County, Indiana"
18017,3600.8215,"Cass County, Indiana"
18019,51.700195,"Clark County, Indiana"
18021,-110.52601,"Clay County, Indiana"
18023,132.13806,"Clinton County, Indiana"
18025,52.32553,"Crawford County, Indiana"
18027,-58.03827,"Daviess County, Indiana"
18029,65.91202,"Dearborn County, Indiana"
18031,524.9673,"Decatur County, Indiana"
18033,-253.35782,"DeKalb County, Indiana"
18035,58.742966,"Delaware County, Indiana"
18037,-269.78995,"Dubois County, Indiana"
18039,-167.58395,"Elkhart County, Indiana"
18041,-44.520477,"Fayette County, Indiana"
18043,114.41339,"Floyd County, Indiana"
18045,-76.492386,"Fountain County, Indiana"
18047,260.92343,"Franklin County, Indiana"
18049,32.558853,"Fulton County, Indiana"
18051,-149.57971,"Gibson County, Indiana"
18053,38.800217,"Grant County, Indiana"
18055,321.85007,"Greene County, Indiana"
18057,-162.51056,"Hamilton County, Indiana"
18059,134.51996,"Hancock County, Indiana"
18061,234.3058,"Harrison County, Indiana"
18063,290.25186,"Hendricks County, Indiana"
18065,25.590088,"Henry County, Indiana"
18067,126.68405,"Howard County, Indiana"
18069,-162.95326,"Huntington County, Indiana"
18071,98.55432,"Jackson County, Indiana"
18073,-141.2382,"Jasper County, Indiana"
18075,-116.311874,"Jay County, Indiana"
18077,-85.786644,"Jefferson County, Indiana"
18079,167.43326,"Jennings County, Indiana"
18081,329.62296,"Johnson County, Indiana"
18083,-86.54707,"Knox County, Indiana"
18085,-167.92937,"Kosciusko County, Indiana"
18087,-73.28658,"LaGrange County, Indiana"
18089,107.99164,"Lake County, Indiana"
18091,58.47354,"LaPorte County, Indiana"
18093,142.24309,"Lawrence County, Indiana"
18095,131.43802,"Madison County, Indiana"
18097,416.17853,"Marion County, Indiana"
18099,-226.31104,"Marshall County, Indiana"
18101,-91.3589,"Martin County, Indiana"
18103,149.84537,"Miami County, Indiana"
18105,-66.43782,"Monroe County, Indiana"
18107,188.55823,"Montgomery County, Indiana"
18109,116.82185,"Morgan County, Indiana"
18111,260.7951,"Newton County, Indiana"
18113,55.8779,"Noble County, Indiana"
18115,47.37697,"Ohio County, Indiana"
18117,444.5572,"Orange County, Indiana"
18119,-38.076614,"Owen County, Indiana"
18121,-143.61096,"Parke County, Indiana"
18123,-166.49097,"Perry County, Indiana"
18125,-141.47894,"Pike County, Indiana"
18127,-158.17587,"Porter County, Indiana"
18129,-114.04525,"Posey County, Indiana"
18131,99.546936,"Pulaski County, Indiana"
18133,-38.87625,"Putnam County, Indiana"
18135,-101.68163,"Randolph County, Indiana"
18137,161.30676,"Ripley County, Indiana"
18139,-14.56398,"Rush County, Indiana"
18141,31.962616,"St. Joseph County, Indiana"
18143,82.872345,"Scott County, Indiana"
18145,251.45221,"Shelby County, Indiana"
18147,-191.06264,"Spencer County, Indiana"
18149,-54.83008,"Starke County, Indiana"
18151,25.517593,"Steuben County, Indiana"
18153,-352.3409,"Sullivan County, Indiana"
18155,-69.58334,"Switzerland County, Indiana"
18157,-144.32,"Tippecanoe County, Indiana"
18159,-59.68593,"Tipton County, Indiana"
18161,-66.54464,"Union County, Indiana"
18163,-136.84308,"Vanderburgh County, Indiana"
18165,-168.59497,"Vermillion County, Indiana"
18167,-108.30268,"Vigo County, Indiana"
18169,86.50954,"Wabash County, Indiana"
18171,-57.240723,"Warren County, Indiana"
18173,-76.94293,"Warrick County, Indiana"
18175,-99.51909,"Washington County, Indiana"
18177,-109.13653,"Wayne County, Indiana"
18179,-147.9053,"Wells County, Indiana"
18181,518.9286,"White County, Indiana"
18183,-145.89163,"Whitley County, Indiana"
19001,-46.27696,"Adair County, Iowa"
19003,-63.406574,"Adams County, Iowa"
19005,629.1315,"Allamakee County, Iowa"
19007,-15.745766,"Appanoose County, Iowa"
19009,118.22172,"Audubon County, Iowa"
19011,-34.98764,"Benton County, Iowa"
19013,441.29565,"Black Hawk County, Iowa"
19015,16.39296,"Boone County, Iowa"
19017,132.6121,"Bremer County, Iowa"
19019,-6.8821106,"Buchanan County, Iowa"
19021,-1336.4985,"Buena Vista County, Iowa"
19023,-10.585686,"Butler County, Iowa"
19025,-96.20085,"Calhoun County, Iowa"
19027,-72.99922,"Carroll County, Iowa"
19029,-210.37672,"Cass County, Iowa"
19031,16.630981,"Cedar County, Iowa"
19033,-88.83765,"Cerro Gordo County, Iowa"
19035,-137.27309,"Cherokee County, Iowa"
19037,-82.56058,"Chickasaw County, Iowa"
19039,-399.02722,"Clarke County, Iowa"
19041,-74.908295,"Clay County, Iowa"
19043,68.76078,"Clayton County, Iowa"
19045,14.262215,"Clinton County, Iowa"
19047,868.3882,"Crawford County, Iowa"
19049,432.0387,"Dallas County, Iowa"
19051,-2.9693146,"Davis County, Iowa"
19053,-107.212296,"Decatur County, Iowa"
19055,-179.78105,"Delaware County, Iowa"
19057,-191.35924,"Des Moines County, Iowa"
19059,-95.579544,"Dickinson County, Iowa"
19061,84.37712,"Dubuque County, Iowa"
19063,-1243.3394,"Emmet County, Iowa"
19065,-9.765266,"Fayette County, Iowa"
19067,-122.05856,"Floyd County, Iowa"
19069,-172.15308,"Franklin County, Iowa"
19071,-59.479977,"Fremont County, Iowa"
19073,32.944336,"Greene County, Iowa"
19075,14.340691,"Grundy County, Iowa"
19077,228.88338,"Guthrie County, Iowa"
19079,-159.97505,"Hamilton County, Iowa"
19081,-73.11649,"Hancock County, Iowa"
19083,-71.93709,"Hardin County, Iowa"
19085,34.3964,"Harrison County, Iowa"
19087,21.547195,"Henry County, Iowa"
19089,7.957634,"Howard County, Iowa"
19091,-53.129395,"Humboldt County, Iowa"
19093,-7.3196297,"Ida County, Iowa"
19095,11.063965,"Iowa County, Iowa"
19097,-97.73636,"Jackson County, Iowa"
19099,506.58276,"Jasper County, Iowa"
19101,-217.96419,"Jefferson County, Iowa"
19103,-38.069397,"Johnson County, Iowa"
19105,6.082077,"Jones County, Iowa"
19107,36.5843,"Keokuk County, Iowa"
19109,-126.2352,"Kossuth County, Iowa"
19111,-47.93898,"Lee County, Iowa"
19113,198.27946,"Linn County, Iowa"
19115,1764.8795,"Louisa County, Iowa"
19117,-93.773926,"Lucas County, Iowa"
19119,26.07428,"Lyon County, Iowa"
19121,-114.113884,"Madison County, Iowa"
19123,-84.82887,"Mahaska County, Iowa"
19125,-99.5206,"Marion County, Iowa"
19127,943.97565,"Marshall County, Iowa"
19129,-67.94982,"Mills County, Iowa"
19131,-113.55379,"Mitchell County, Iowa"
19133,47.8509,"Monona County, Iowa"
19135,198.44533,"Monroe County, Iowa"
19137,-24.606197,"Montgomery County, Iowa"
19139,198.34442,"Muscatine County, Iowa"
19141,-57.072693,"O'Brien County, Iowa"
19143,186.14595,"Osceola County, Iowa"
19145,-132.73935,"Page County, Iowa"
19147,-180.01546,"Palo Alto County, Iowa"
19149,79.45755,"Plymouth County, Iowa"
19151,-39.90964,"Pocahontas County, Iowa"
19153,-74.44879,"Polk County, Iowa"
19155,-136.20787,"Pottawattamie County, Iowa"
19157,222.787,"Poweshiek County, Iowa"
19159,-38.242622,"Ringgold County, Iowa"
19161,-59.908543,"Sac County, Iowa"
19163,-768.96643,"Scott County, Iowa"
19165,36.031982,"Shelby County, Iowa"
19167,14.383301,"Sioux County, Iowa"
19169,-111.70735,"Story County, Iowa"
19171,1867.4102,"Tama County, Iowa"
19173,-151.88113,"Taylor County, Iowa"
19175,-108.67791,"Union County, Iowa"
19177,62.67789,"Van Buren County, Iowa"
19179,596.26135,"Wapello County, Iowa"
19181,-40.122543,"Warren County, Iowa"
19183,586.1454,"Washington County, Iowa"
19185,-38.421432,"Wayne County, Iowa"
19187,-252.11717,"Webster County, Iowa"
19189,-43.741013,"Winnebago County, Iowa"
19191,-95.439224,"Winneshiek County, Iowa"
19193,983.4182,"Woodbury County, Iowa"
19195,-153.26207,"Worth County, Iowa"
19197,-419.2744,"Wright County, Iowa"
20001,-70.16122,"Allen County, Kansas"
20003,-76.25647,"Anderson County, Kansas"
20005,-69.65357,"Atchison County, Kansas"
20007,-1.732254,"Barber County, Kansas"
20009,-299.73,"Barton County, Kansas"
20011,-17.611317,"Bourbon County, Kansas"
20013,-130.15038,"Brown County, Kansas"
20015,-114.943954,"Butler County, Kansas"
20017,81.60336,"Chase County, Kansas"
20019,80.86423,"Chautauqua County, Kansas"
20021,-10.86982,"Cherokee County, Kansas"
20023,81.10958,"Cheyenne County, Kansas"
20025,933.7779,"Clark County, Kansas"
20027,-4.4036636,"Clay County, Kansas"
20029,-1.9294662,"Cloud County, Kansas"
20031,539.5039,"Coffey County, Kansas"
20033,-97.60599,"Comanche County, Kansas"
20035,-142.39679,"Cowley County, Kansas"
20037,-88.45791,"Crawford County, Kansas"
20039,-22.881811,"Decatur County, Kansas"
20041,-41.331573,"Dickinson County, Kansas"
20043,41.179344,"Doniphan County, Kansas"
20045,-103.220505,"Douglas County, Kansas"
20047,-334.09457,"Edwards County, Kansas"
20049,-3.6985788,"Elk County, Kansas"
20051,-107.061646,"Ellis County, Kansas"
20053,-217.01306,"Ellsworth County, Kansas"
20055,1144.1384,"Finney County, Kansas"
20057,1925.3008,"Ford County, Kansas"
20059,4.9025116,"Franklin County, Kansas"
20061,-622.839,"Geary County, Kansas"
20063,22.763548,"Gove County, Kansas"
20065,-104.79754,"Graham County, Kansas"
20067,-669.5575,"Grant County, Kansas"
20069,-221.23955,"Gray County, Kansas"
20071,-533.7848,"Greeley County, Kansas"
20073,15.095863,"Greenwood County, Kansas"
20075,-123.89465,"Hamilton County, Kansas"
20077,-31.38307,"Harper County, Kansas"
20079,-128.99768,"Harvey County, Kansas"
20081,-58.90869,"Haskell County, Kansas"
20083,-85.83216,"Hodgeman County, Kansas"
20085,67.00215,"Jackson County, Kansas"
20087,-23.903381,"Jefferson County, Kansas"
20089,129.73758,"Jewell County, Kansas"
20091,-116.687935,"Johnson County, Kansas"
20093,265.8604,"Kearny County, Kansas"
20095,-82.10984,"Kingman County, Kansas"
20097,67.62622,"Kiowa County, Kansas"
20099,5.636421,"Labette County, Kansas"
20101,-59.21488,"Lane County, Kansas"
20103,984.0094,"Leavenworth County, Kansas"
20105,-28.033049,"Lincoln County, Kansas"
20107,-10.829422,"Linn County, Kansas"
20109,-46.035263,"Logan County, Kansas"
20111,656.9896,"Lyon County, Kansas"
20113,-43.201477,"McPherson County, Kansas"
20115,3.9308853,"Marion County, Kansas"
20117,-106.04456,"Marshall County, Kansas"
20119,222.919,"Meade County, Kansas"
20121,-95.627396,"Miami County, Kansas"
20123,-6.72089,"Mitchell County, Kansas"
20125,-110.335304,"Montgomery County, Kansas"
20127,9.266521,"Morris County, Kansas"
20129,-300.83276,"Morton County, Kansas"
20131,-139.8993,"Nemaha County, Kansas"
20133,-53.93109,"Neosho County, Kansas"
20135,-54.91197,"Ness County, Kansas"
20137,-19.941284,"Norton County, Kansas"
20139,-35.622383,"Osage County, Kansas"
20141,6.632145,"Osborne County, Kansas"
20143,7.4508133,"Ottawa County, Kansas"
20145,-140.60301,"Pawnee County, Kansas"
20147,-39.54638,"Phillips County, Kansas"
20149,-5.7804337,"Pottawatomie County, Kansas"
20151,-33.751137,"Pratt County, Kansas"
20153,-35.90489,"Rawlins County, Kansas"
20155,-90.81412,"Reno County, Kansas"
20157,-12.219902,"Republic County, Kansas"
20159,-154.578,"Rice County, Kansas"
20161,-9.035881,"Riley County, Kansas"
20163,103.426865,"Rooks County, Kansas"
20165,-50.97307,"Rush County, Kansas"
20167,-29.978176,"Russell County, Kansas"
20169,-196.41103,"Saline County, Kansas"
20171,-419.52808,"Scott County, Kansas"
20173,-331.5984,"Sedgwick County, Kansas"
20175,740.6953,"Seward County, Kansas"
20177,-101.328,"Shawnee County, Kansas"
20179,11.4813,"Sheridan County, Kansas"
20181,-94.93436,"Sherman County, Kansas"
20183,19.961983,"Smith County, Kansas"
20185,-78.496956,"Stafford County, Kansas"
20187,-18.443085,"Stanton County, Kansas"
20189,2.793274,"Stevens County, Kansas"
20191,-57.441956,"Sumner County, Kansas"
20193,-38.943645,"Thomas County, Kansas"
20195,-3.0463176,"Trego County, Kansas"
20197,375.04724,"Wabaunsee County, Kansas"
20199,1.4414388,"Wallace County, Kansas"
20201,-114.61378,"Washington County, Kansas"
20203,-414.0159,"Wichita County, Kansas"
20205,-16.139355,"Wilson County, Kansas"
20207,187.53409,"Woodson County, Kansas"
20209,0.94195557,"Wyandotte County, Kansas"
21001,378.1713,"Adair County, Kentucky"
21003,34.69919,"Allen County, Kentucky"
21005,-42.577713,"Anderson County, Kentucky"
21007,112.24787,"Ballard County, Kentucky"
21009,-202.73926,"Barren County, Kentucky"
21011,-86.71394,"Bath County, Kentucky"
21013,-18.483662,"Bell County, Kentucky"
21015,98.686264,"Boone County, Kentucky"
21017,-221.91965,"Bourbon County, Kentucky"
21019,20.34237,"Boyd County, Kentucky"
21021,-140.5042,"Boyle County, Kentucky"
21023,-3.654007,"Bracken County, Kentucky"
21025,-67.07079,"Breathitt County, Kentucky"
21027,-59.629715,"Breckinridge County, Kentucky"
21029,14.0373535,"Bullitt County, Kentucky"
21031,1564.9554,"Butler County, Kentucky"
21033,-57.07792,"Caldwell County, Kentucky"
21035,-70.34424,"Calloway County, Kentucky"
21037,27.370308,"Campbell County, Kentucky"
21039,-44.28161,"Carlisle County, Kentucky"
21041,-98.687515,"Carroll County, Kentucky"
21043,-96.74176,"Carter County, Kentucky"
21045,-106.631516,"Casey County, Kentucky"
21047,-99.82765,"Christian County, Kentucky"
21049,-142.29387,"Clark County, Kentucky"
21051,-151.93143,"Clay County, Kentucky"
21053,-171.8749,"Clinton County, Kentucky"
21055,2.5839462,"Crittenden County, Kentucky"
21057,-67.08241,"Cumberland County, Kentucky"
21059,72.99356,"Daviess County, Kentucky"
21061,353.37076,"Edmonson County, Kentucky"
21063,-165.27748,"Elliott County, Kentucky"
21065,-105.13874,"Estill County, Kentucky"
21067,-130.2004,"Fayette County, Kentucky"
21069,-126.83818,"Fleming County, Kentucky"
21071,-68.97528,"Floyd County, Kentucky"
21073,-157.52109,"Franklin County, Kentucky"
21075,-152.2589,"Fulton County, Kentucky"
21077,-153.78725,"Gallatin County, Kentucky"
21079,-82.53885,"Garrard County, Kentucky"
21081,-25.639122,"Grant County, Kentucky"
21083,234.50206,"Graves County, Kentucky"
21085,328.5661,"Grayson County, Kentucky"
21087,-145.10414,"Green County, Kentucky"
21089,-64.70817,"Greenup County, Kentucky"
21091,-108.80951,"Hancock County, Kentucky"
21093,-88.48386,"Hardin County, Kentucky"
21095,-32.868835,"Harlan County, Kentucky"
21097,-89.15213,"Harrison County, Kentucky"
21099,-99.223434,"Hart County, Kentucky"
21101,8.288895,"Henderson County, Kentucky"
21103,-12.608116,"Henry County, Kentucky"
21105,-3.037384,"Hickman County, Kentucky"
21107,330.28094,"Hopkins County, Kentucky"
21109,318.67615,"Jackson County, Kentucky"
21111,-169.641,"Jefferson County, Kentucky"
21113,-115.77477,"Jessamine County, Kentucky"
21115,-77.70492,"Johnson County, Kentucky"
21117,34.66385,"Kenton County, Kentucky"
21119,-131.4931,"Knott County, Kentucky"
21121,-43.278183,"Knox County, Kentucky"
21123,-56.63361,"Larue County, Kentucky"
21125,-69.98518,"Laurel County, Kentucky"
21127,-133.8116,"Lawrence County, Kentucky"
21129,-893.1247,"Lee County, Kentucky"
21131,88.04598,"Leslie County, Kentucky"
21133,-96.20572,"Letcher County, Kentucky"
21135,-63.343372,"Lewis County, Kentucky"
21137,-111.0177,"Lincoln County, Kentucky"
21139,9.95182,"Livingston County, Kentucky"
21141,121.53551,"Logan County, Kentucky"
21143,84.652916,"Lyon County, Kentucky"
21145,-35.550697,"McCracken County, Kentucky"
21147,-223.54706,"McCreary County, Kentucky"
21149,56.843307,"McLean County, Kentucky"
21151,-69.14725,"Madison County, Kentucky"
21153,-18.129951,"Magoffin County, Kentucky"
21155,-66.246635,"Marion County, Kentucky"
21157,47.543633,"Marshall County, Kentucky"
21159,-170.68266,"Martin County, Kentucky"
21161,-189.84824,"Mason County, Kentucky"
21163,-131.5096,"Meade County, Kentucky"
21165,-90.52825,"Menifee County, Kentucky"
21167,-41.767174,"Mercer County, Kentucky"
21169,-221.45439,"Metcalfe County, Kentucky"
21171,-70.16232,"Monroe County, Kentucky"
21173,-153.8395,"Montgomery County, Kentucky"
21175,-167.55492,"Morgan County, Kentucky"
21177,1287.8933,"Muhlenberg County, Kentucky"
21179,-170.24911,"Nelson County, Kentucky"
21181,-112.922424,"Nicholas County, Kentucky"
21183,279.72275,"Ohio County, Kentucky"
21185,-154.89177,"Oldham County, Kentucky"
21187,-117.01281,"Owen County, Kentucky"
21189,-54.59735,"Owsley County, Kentucky"
21191,-95.218994,"Pendleton County, Kentucky"
21193,47.52202,"Perry County, Kentucky"
21195,-90.97715,"Pike County, Kentucky"
21197,-83.31827,"Powell County, Kentucky"
21199,-39.745033,"Pulaski County, Kentucky"
21201,-123.33811,"Robertson County, Kentucky"
21203,-14.629684,"Rockcastle County, Kentucky"
21205,-36.120087,"Rowan County, Kentucky"
21207,-30.954697,"Russell County, Kentucky"
21209,-146.05614,"Scott County, Kentucky"
21211,-234.5417,"Shelby County, Kentucky"
21213,4.3647156,"Simpson County, Kentucky"
21215,-270.92816,"Spencer County, Kentucky"
21217,-144.79504,"Taylor County, Kentucky"
21219,-23.675568,"Todd County, Kentucky"
21221,-41.813156,"Trigg County, Kentucky"
21223,-105.80516,"Trimble County, Kentucky"
21225,-91.07286,"Union County, Kentucky"
21227,300.473,"Warren County, Kentucky"
21229,-189.78845,"Washington County, Kentucky"
21231,-241.70406,"Wayne County, Kentucky"
21233,-35.019943,"Webster County, Kentucky"
21235,-54.111145,"Whitley County, Kentucky"
21237,73.0649,"Wolfe County, Kentucky"
21239,-480.93536,"Woodford County, Kentucky"
22001,-97.02127,"Acadia Parish, Louisiana"
22003,49.81952,"Allen Parish, Louisiana"
22005,244.63974,"Ascension Parish, Louisiana"
22007,327.5523,"Assumption Parish, Louisiana"
22009,-178.20703,"Avoyelles Parish, Louisiana"
22011,-208.95615,"Beauregard Parish, Louisiana"
22013,218.38153,"Bienville Parish, Louisiana"
22015,-121.25882,"Bossier Parish, Louisiana"
22017,268.8637,"Caddo Parish, Louisiana"
22019,-95.89227,"Calcasieu Parish, Louisiana"
22021,191.39908,"Caldwell Parish, Louisiana"
22023,-356.83105,"Cameron Parish, Louisiana"
22025,506.55933,"Catahoula Parish, Louisiana"
22027,-291.08795,"Claiborne Parish, Louisiana"
22029,-390.0666,"Concordia Parish, Louisiana"
22031,326.42804,"De Soto Parish, Louisiana"
22033,111.43988,"East Baton Rouge Parish, Louisiana"
22035,168.00635,"East Carroll Parish, Louisiana"
22037,392.48047,"East Feliciana Parish, Louisiana"
22039,-221.0656,"Evangeline Parish, Louisiana"
22041,810.5215,"Franklin Parish, Louisiana"
22043,-393.2153,"Grant Parish, Louisiana"
22045,-236.87082,"Iberia Parish, Louisiana"
22047,848.09875,"Iberville Parish, Louisiana"
22049,6.196228,"Jackson Parish, Louisiana"
22051,554.70435,"Jefferson Parish, Louisiana"
22053,-88.069916,"Jefferson Davis Parish, Louisiana"
22055,-212.11157,"Lafayette Parish, Louisiana"
22057,430.19635,"Lafourche Parish, Louisiana"
22059,-342.678,"LaSalle Parish, Louisiana"
22061,-376.06677,"Lincoln Parish, Louisiana"
22063,-57.102524,"Livingston Parish, Louisiana"
22065,-317.628,"Madison Parish, Louisiana"
22067,-165.3086,"Morehouse Parish, Louisiana"
22069,-72.07251,"Natchitoches Parish, Louisiana"
22071,941.9483,"Orleans Parish, Louisiana"
22073,158.25433,"Ouachita Parish, Louisiana"
22075,-94.930786,"Plaquemines Parish, Louisiana"
22077,65.82367,"Pointe Coupee Parish, Louisiana"
22079,-92.41577,"Rapides Parish, Louisiana"
22081,-135.53937,"Red River Parish, Louisiana"
22083,-223.96503,"Richland Parish, Louisiana"
22085,-148.48466,"Sabine Parish, Louisiana"
22087,560.456,"St. Bernard Parish, Louisiana"
22089,234.83423,"St. Charles Parish, Louisiana"
22091,-190.83554,"St. Helena Parish, Louisiana"
22093,35.6687,"St. James Parish, Louisiana"
22095,984.3263,"St. John the Baptist Parish, Louisiana"
22097,-300.64523,"St. Landry Parish, Louisiana"
22099,-12.430817,"St. Martin Parish, Louisiana"
22101,-197.5459,"St. Mary Parish, Louisiana"
22103,-161.48798,"St. Tammany Parish, Louisiana"
22105,128.76416,"Tangipahoa Parish, Louisiana"
22107,-434.03058,"Tensas Parish, Louisiana"
22109,162.51547,"Terrebonne Parish, Louisiana"
22111,667.5941,"Union Parish, Louisiana"
22113,-620.8964,"Vermilion Parish, Louisiana"
22115,-548.8622,"Vernon Parish, Louisiana"
22117,307.37567,"Washington Parish, Louisiana"
22119,-169.11826,"Webster Parish, Louisiana"
22121,97.988464,"West Baton Rouge Parish, Louisiana"
22123,-291.46542,"West Carroll Parish, Louisiana"
22125,-258.1234,"West Feliciana Parish, Louisiana"
22127,183.61978,"Winn Parish, Louisiana"
23001,-58.82395,"Androscoggin County, Maine"
23003,-26.941475,"Aroostook County, Maine"
23005,153.6583,"Cumberland County, Maine"
23007,45.60254,"Franklin County, Maine"
23009,-50.69848,"Hancock County, Maine"
23011,27.159828,"Kennebec County, Maine"
23013,-0.83522797,"Knox County, Maine"
23015,20.86679,"Lincoln County, Maine"
23017,-19.966415,"Oxford County, Maine"
23019,-39.84898,"Penobscot County, Maine"
23021,-15.457121,"Piscataquis County, Maine"
23023,-6.0158997,"Sagadahoc County, Maine"
23025,-8.233597,"Somerset County, Maine"
23027,56.48079,"Waldo County, Maine"
23029,-3.1352878,"Washington County, Maine"
23031,60.312088,"York County, Maine"
24001,93.956955,"Allegany County, Maryland"
24003,210.2745,"Anne Arundel County, Maryland"
24005,79.58765,"Baltimore County, Maryland"
24009,20.90512,"Calvert County, Maryland"
24011,161.78702,"Caroline County, Maryland"
24013,95.231964,"Carroll County, Maryland"
24015,78.30144,"Cecil County, Maryland"
24017,231.82019,"Charles County, Maryland"
24019,-72.04834,"Dorchester County, Maryland"
24021,139.10233,"Frederick County, Maryland"
24023,-50.061558,"Garrett County, Maryland"
24025,-57.15854,"Harford County, Maryland"
24027,66.44351,"Howard County, Maryland"
24029,474.2011,"Kent County, Maryland"
24031,304.19742,"Montgomery County, Maryland"
24033,9.196167,"Prince George's County, Maryland"
24035,-86.38193,"Queen Anne's County, Maryland"
24037,33.147263,"St. Mary's County, Maryland"
24039,-116.1629,"Somerset County, Maryland"
24041,-257.30475,"Talbot County, Maryland"
24043,-27.699615,"Washington County, Maryland"
24045,382.27487,"Wicomico County, Maryland"
24047,91.7133,"Worcester County, Maryland"
24510,-30.4151,"Baltimore city, Maryland"
25001,195.96771,"Barnstable County, Massachusetts"
25003,-201.11298,"Berkshire County, Massachusetts"
25005,355.96503,"Bristol County, Massachusetts"
25007,-100.42946,"Dukes County, Massachusetts"
25009,-484.3191,"Essex County, Massachusetts"
25011,100.65588,"Franklin County, Massachusetts"
25013,51.610474,"Hampden County, Massachusetts"
25015,-19.694702,"Hampshire County, Massachusetts"
25017,479.81543,"Middlesex County, Massachusetts"
25019,-894.4219,"Nantucket County, Massachusetts"
25021,248.95062,"Norfolk County, Massachusetts"
25023,767.6174,"Plymouth County, Massachusetts"
25025,657.33716,"Suffolk County, Massachusetts"
25027,278.11536,"Worcester County, Massachusetts"
26001,25.416142,"Alcona County, Michigan"
26003,-119.21877,"Alger County, Michigan"
26005,-2.041153,"Allegan County, Michigan"
26007,260.09848,"Alpena County, Michigan"
26009,-52.714577,"Antrim County, Michigan"
26011,117.32589,"Arenac County, Michigan"
26013,-131.1148,"Baraga County, Michigan"
26015,-24.84967,"Barry County, Michigan"
26017,119.758316,"Bay County, Michigan"
26019,-51.676155,"Benzie County, Michigan"
26021,38.96399,"Berrien County, Michigan"
26023,127.54154,"Branch County, Michigan"
26025,-16.101395,"Calhoun County, Michigan"
26027,-48.848938,"Cass County, Michigan"
26029,-11.464447,"Charlevoix County, Michigan"
26031,32.491356,"Cheboygan County, Michigan"
26033,-165.05347,"Chippewa County, Michigan"
26035,-42.736195,"Clare County, Michigan"
26037,18.01854,"Clinton County, Michigan"
26039,350.271,"Crawford County, Michigan"
26041,-19.58046,"Delta County, Michigan"
26043,-66.40488,"Dickinson County, Michigan"
26045,-65.606,"Eaton County, Michigan"
26047,-4.3321037,"Emmet County, Michigan"
26049,266.67523,"Genesee County, Michigan"
26051,-22.665237,"Gladwin County, Michigan"
26053,-65.40541,"Gogebic County, Michigan"
26055,-62.533375,"Grand Traverse County, Michigan"
26057,-134.24971,"Gratiot County, Michigan"
26059,274.68817,"Hillsdale County, Michigan"
26061,-116.231514,"Houghton County, Michigan"
26063,36.255188,"Huron County, Michigan"
26065,-0.11210632,"Ingham County, Michigan"
26067,-47.162613,"Ionia County, Michigan"
26069,205.37599,"Iosco County, Michigan"
26071,-34.775673,"Iron County, Michigan"
26073,-23.572021,"Isabella County, Michigan"
26075,93.38907,"Jackson County, Michigan"
26077,96.565994,"Kalamazoo County, Michigan"
26079,22.950806,"Kalkaska County, Michigan"
26081,76.41916,"Kent County, Michigan"
