fips,LND110210,POP060210
26013,898.26,9.9
26015,553.09,107
26017,442.3,243.7
26019,319.7,54.8
26021,567.75,276.2
26023,506.37,89.4
26025,706.23,192.8
26027,490.06,106.7
26029,416.34,62.3
26031,715.26,36.6
26033,1558.42,24.7
26035,564.32,54.8
26037,566.41,133.1
26039,556.28,25.3
26041,1171.1,31.7
26043,761.4,34.4
26045,575.18,187.3
26047,467.49,69.9
26049,636.98,668.5
26051,501.78,51.2
26053,1101.85,14.9
26055,464.33,187.3
26057,568.46,74.7
26059,598.13,78.1
26061,1009.1,36.3
26063,835.71,39.6
26065,556.12,505.1
26067,571.3,111.9
26069,549.1,47.1
26071,1166.15,10.1
26073,572.68,122.8
26075,701.67,228.4
26077,561.66,445.7
26079,559.87,30.6
26081,846.95,711.5
26083,540.11,4
26085,567.37,20.3
26087,643.01,137.4
26089,347.17,62.5
26091,749.56,133.3
26093,565.25,320.2
26095,899.08,7.4
26097,1021.57,10.9
26099,479.22,1754.9
26101,542.15,45.6
26103,1808.4,37.1
26105,495.07,58
26107,555.07,77.1
26109,1044.08,23
26111,516.25,162
26113,564.73,26.3
26115,549.39,276.7
26117,705.4,89.8
26119,546.66,17.9
26121,499.25,344.9
26123,813.2,59.6
26125,867.66,1385.7
26127,512.07,51.9
26129,563.49,38.5
26131,1311.23,5.2
26133,566.39,41.5
26135,565.73,15.3
26137,514.97,46.9
26139,563.47,468.2
26141,658.72,20.3
26143,519.64,47.1
26145,800.11,250.2
26147,721.17,226.1
26149,500.59,122.4
26151,962.57,44.8
26153,1171.36,7.2
26155,530.67,133.1
26157,803.13,69.4
26159,607.47,125.5
26161,705.97,488.4
26163,612.08,2974.4
26165,565,57.9
27000,79626.74,66.6
27001,1821.66,8.9
27003,423.01,782.1
27005,1315.2,24.7
27007,2504.94,17.7
27009,408.3,94.2
27011,499.02,10.6
27013,747.84,85.6
27015,611.09,42.4
27017,861.38,41.1
27019,354.33,256.9
27021,2021.54,14.1
27023,581.12,21.4
27025,414.86,129.9
27027,1045.37,56.4
27029,998.94,8.7
27031,1452.28,3.6
27033,638.61,18.3
27035,999.1,62.6
27037,562.17,709
27039,439.28,45.7
27041,637.3,56.5
27043,712.48,20.4
27045,861.3,24.2
27047,707.09,44.2
27049,756.84,61
27051,548.16,11
27053,553.59,2081.7
27055,552.06,34.5
27057,925.68,22.1
27059,435.79,86.8
27061,2667.72,16.9
27063,702.98,14.6
27065,521.59,31.1
27067,796.79,53
27069,1098.8,4.1
27071,3104.07,4.3
27073,765.02,9.5
27075,2109.29,5.2
27077,1297.87,3.1
27079,448.76,61.7
27081,536.76,11
27083,714.56,36.2
27085,491.47,74.6
27087,557.88,9.7
27089,1775.07,5.3
27091,712.35,29.3
27093,608.18,38.3
27095,572.31,45.6
27097,1125.06,29.5
27099,711.33,55.1
27101,704.7,12.4
27103,448.49,73
27105,715.11,29.9
27107,872.79,7.9
27109,653.35,220.8
27111,1972.07,29.1
27113,616.57,22.6
27115,1411.29,21.1
27117,465.06,20.6
27119,1971.13,16
27121,669.71,16.4
27123,152.21,3341.7
27125,432.41,9.5
27127,878.57,18.3
27129,982.91,16
27131,495.68,129.4
27133,482.46,20.1
27135,1671.6,9.3
27137,6247.4,32
27139,356.48,364.5
27141,432.92,204.4
27143,588.78,25.9
27145,1343.13,112.2
27147,429.65,85.1
27149,563.6,17.3
27151,742.08,13.2
27153,944.98,26.3
27155,573.9,6.2
27157,522.98,41.4
27159,536.27,25.8
27161,423.36,45.2
27163,384.28,619.7
27165,434.95,25.8
27167,750.96,8.8
27169,626.21,82.2
27171,661.46,188.5
27173,759.1,13.8
28000,46923.27,63.2
28001,462.41,69.8
28003,400.04,92.6
28005,730.1,18
28007,734.98,26.6
28009,406.62,21.5
28011,876.57,39
28013,586.57,25.5
28015,628.24,16.9
28017,501.78,34.7
28019,418.18,20.4
28021,487.41,19.7
28023,691.55,24.2
28025,410.08,50.3
28027,552.44,47.3
28029,777.24,37.9
28031,413.79,47.3
28033,476.15,338.7
28035,466.31,160.7
28037,563.78,14.4
28039,478.71,47.2
28041,712.76,20.2
28043,422.11,51.9
28045,473.75,92.7
28047,573.99,326
28049,869.74,282
28051,756.7,25.4
28053,418.49,22.4
28055,413.05,3.4
28057,532.79,43.9
28059,722.75,193.2
28061,676.24,25.2
28063,519.93,14.9
28065,408.44,30.6
28067,694.8,97.5
28069,766.18,13.6
28071,631.71,75
28073,497.06,112
28075,703.63,114.1
28077,430.67,30
28079,583,40.8
28081,449.95,184.3
28083,592.54,54.5
28085,586.12,59.5
28087,505.51,118.3
28089,714.51,133.2
28091,542.38,49.9
28093,706.19,52.6
28095,765.09,48.3
28097,406.98,26.8
28099,570.14,52.1
28101,578.1,37.6
28103,695.14,16.6
28105,458.2,104
28107,685.14,50.7
28109,810.86,68.9
28111,647.25,18.9
28113,409.02,98.8
28115,497.69,60.2
28117,414.98,60.9
28119,405.01,20.3
28121,775.49,182.6
28123,609.19,46.4
28125,431.72,11.4
28127,589.16,46.7
28129,636.25,25.9
28131,445.49,39.9
28133,697.75,42.2
28135,645.29,23.8
28137,404.76,71.4
28139,457.82,48.6
28141,424.25,46.2
28143,454.67,23.7
28145,415.6,65.3
28147,403.94,38.2
28149,588.5,82.9
28151,724.74,70.6
28153,810.75,25.6
28155,420.94,24.4
28157,678.11,14.6
28159,607.25,31.6
28161,467.13,27.1
28163,922.95,30.4
29000,68741.52,87.1
29001,567.32,45.1
29003,432.7,40
29005,547.3,10.4
29007,692.24,36.9
29009,778.25,45.7
29011,591.92,21
29013,836.69,20.4
29015,704.06,27.1
29017,617.91,20
29019,685.41,237.3
29021,408.03,218.6
29023,694.67,61.6
29025,426.39,22.1
29027,834.58,53.1
29029,655.92,67.1
29031,578.54,130.8
29033,694.62,13.4
29035,507.36,12.3
29037,696.84,142.8
29039,474.48,29.5
29041,751.18,10.4
29043,562.65,137.6
29045,504.69,14.1
29047,397.3,558.6
29049,418.96,49.5
29051,393.75,193
29053,564.77,31.2
29055,742.52,33.3
29057,490.01,16.1
29059,540.77,31
29061,563.24,15
29063,421.36,30.6
29065,752.79,20.8
29067,813.63,16.8
29069,541.07,59.1
29071,922.68,110
29073,517.8,29.4
29075,491.42,13.7
29077,675.3,407.5
29079,435.28,23.6
29081,722.5,12.4
29083,696.95,32
29085,399.09,24.1
29087,462.69,10.6
29089,463.85,21.9
29091,927.25,43.6
29093,550.26,19.3
29095,604.46,1115.3
29097,638.49,183.9
29099,656.63,333.1
29101,829.28,63.4
29103,504.01,8.2
29105,764.72,46.5
29107,628.43,53.1
29109,611.74,63.2
29111,505.04,20.2
29113,626.56,83.9
29115,615.56,20.7
29117,532.33,28.5
29119,539.48,42.8
29121,801.23,19.4
29123,494.39,24.7
29125,526.98,17.4
29127,436.92,65.9
29129,453.84,8.3
29131,592.6,41.8
29133,411.58,34.9
29135,415.03,37.6
29137,647.65,13.6
29139,536.25,22.8
29141,597.63,34.4
29143,674.84,28.1
29145,624.77,93
29147,876.96,26.6
29149,789.8,13.8
29151,604.35,23
29153,744.97,13.1
29155,492.54,37.1
29157,474.35,40
29159,682.22,61.9
29161,671.78,67.2
29163,670.44,27.6
29165,420.19,212.6
29167,635.52,49
29169,547.1,95.5
29171,517.32,9.6
29173,469.78,21.6
29175,482.68,52.7
29177,568.81,41.3
29179,808.48,8.3
29181,629.54,22.4
29183,560.44,643.2
29185,669.98,14.6
29186,499.15,36.4
29187,451.89,144.6
29189,507.8,1967.2
29195,755.5,30.9
29197,307.3,14.4
29199,436.67,11.1
29201,419.99,93.3
29203,1003.82,8.4
29205,500.86,12.7
29207,823.22,36.4
29209,464.03,69.4
29211,647.98,10.4
29213,632.44,81.7
29215,1177.27,22.1
29217,826.4,25.6
29219,428.6,75.9
29221,759.91,33.2
29223,759.18,17.8
29225,592.56,61.1
29227,266.61,8.1
29229,681.77,27.6
29510,61.91,5157.5
30000,145545.8,6.8
30001,5541.62,1.7
30003,4995.46,2.6
30005,4227.55,1.5
30007,1192.54,4.7
30009,2048.79,4.9
30011,3340.75,0.3
30013,2698.16,30.1
30015,3972.49,1.5
30017,3783.36,3.1
30019,1426.11,1.2
30021,2371.87,3.8
30023,736.53,12.6
30025,1620.77,1.8
30027,4339.8,2.7
30029,5087.66,17.9
30031,2602.69,34.4
30033,4675.36,0.3
30035,2995.94,4.5
30037,1175.34,0.8
30039,1727.42,1.8
30041,2898.96,5.6
30043,1656.26,6.9
30045,1869.82,1.1
30047,1490.15,19.3
30049,3458.83,18.3
30051,1430.05,1.6
30053,3612.92,5.4
30055,2643.17,0.7
30057,3587.48,2.1
30059,2391.91,0.8
30061,1219.44,3.5
30063,2593.42,42.1
30065,1868.16,2.4
30067,2803.06,5.6
30069,1654.87,0.3
30071,5140.04,0.8
30073,1622.86,3.8
30075,3297.3,0.5
30077,2326.39,3
30079,1736.74,0.7
30081,2390.82,16.8
30083,2084.14,4.7
30085,2354.79,4.4
30087,5010.4,1.8
30089,2760.52,4.1
30091,1677.08,2
30093,718.48,47.6
30095,1795.35,5.1
30097,1855.21,2
30099,2272.38,2.7
30101,1915.65,2.8
30103,977.4,0.7
30105,4925.82,1.5
30107,1423.2,1.5
30109,889.27,1.1
30111,2633.29,56.2
31000,76824.17,23.8
31001,563.27,55.7
31003,857.22,7.8
31005,715.36,0.6
31007,746.11,0.9
31009,710.87,0.7
31011,686.55,8
31013,1075.29,10.5
31015,539.94,3.9
31017,1221.33,2.6
31019,968.11,47.6
31021,491.58,14
31023,584.91,14.4
31025,557.45,45.3
31027,740.31,12
31029,894.42,4.4
31031,5960.42,1
31033,1196.29,8.4
31035,572.29,11.4
31037,411.66,25.5
31039,570.62,16
31041,2575.52,4.2
31043,264.26,79.5
31045,1396.46,6.6
31047,1013.1,24
31049,439.85,4.4
31051,476.23,12.6
31053,528.71,69.4
31055,328.46,1574.4
31057,919.68,2.2
31059,575.37,10.2
31061,575.82,5.6
31063,974.59,2.8
31065,719.13,6.9
31067,851.49,26.2
31069,1704.28,1.2
31071,569.79,3.6
31073,458.16,4.5
31075,776.22,0.8
31077,569.81,4.5
31079,546.29,107.3
31081,542.88,16.8
31083,553.47,6.2
31085,713.06,1.4
31087,709.94,4.1
31089,2412.4,4.3
31091,721.12,1
31093,569.34,11
31095,570.19,13.2
31097,376.05,13.9
31099,516.24,12.6
31101,1061.6,7.9
31103,773.07,1.1
31105,951.85,4
31107,1108.35,7.9
31109,837.55,340.8
31111,2564.07,14.2
31113,570.66,1.3
31115,568.29,1.1
31117,858.98,0.6
31119,572.74,60.9
31121,484.88,16.2
31123,1423.84,3.5
31125,441.63,8.5
31127,407.38,17.8
31129,575.16,7.8
31131,615.63,25.6
31133,431.08,6.4
31135,883.34,3.4
31137,539.79,17
31139,573.25,12.7
31141,674.06,47.8
31143,438.35,12.3
31145,716.99,15.4
31147,551.84,15.2
31149,1008.32,1.5
31151,574.02,24.7
31153,238.99,664.6
31155,750.23,27.7
31157,739.4,50
31159,571.43,29.3
31161,2440.86,2.2
31163,565.83,5.6
31165,2066.74,0.6
31167,427.95,14.3
31169,573.81,9.1
31171,713.24,0.9
31173,393.58,17.6
31175,568.05,7.5
31177,389.96,51.9
31179,442.92,21.7
31181,574.91,6.6
31183,575.18,1.4
31185,572.51,23.9
32000,109781.18,24.6
32001,4930.46,5
32003,7891.43,247.3
32005,709.72,66.2
32007,17169.83,2.8
32009,3581.88,0.2
32011,4175.68,0.5
32013,9640.76,1.7
32015,5490.11,1.1
32017,10633.2,0.5
32019,2001.19,26
32021,3752.84,1.3
32023,18181.92,2.4
32027,6036.56,1.1
32029,262.92,15.3
32031,6302.37,66.9
32033,8875.65,1.1
32510,144.66,382.1
33000,8952.65,147
33001,400.23,150.1
33003,931.06,51.4
33005,706.66,109.1
33007,1794.69,18.4
33009,1708.75,52.2
33011,876.14,457.4
33013,934.12,156.8
33015,694.72,425
33017,368.98,333.7
33019,537.31,81.4
34000,7354.22,1195.5
34001,555.7,494.1
34003,233.01,3884.5
34005,798.58,561.9
34007,221.26,2321.5
34009,251.43,386.9
34011,483.7,324.4
34013,126.21,6211.5
34015,322.01,895.3
34017,46.19,13731.4
34019,427.82,300
34021,224.56,1632.2
34023,308.91,2621.6
34025,468.79,1344.7
34027,460.18,1069.8
34029,628.78,917
34031,184.59,2715.3
34033,331.9,199.1
34035,301.81,1071.7
34037,519.01,287.6
34039,102.86,5216.1
34041,356.92,304.5
35000,121298.15,17
35001,1160.83,570.8
35003,6923.69,0.5
35005,6065.28,10.8
35006,4539.48,6
35007,3758.06,3.7
35009,1404.8,34.4
35011,2322.62,0.9
35013,3807.51,55
35015,4175.73,12.9
35017,3961.63,7.4
35019,3030.48,1.5
35021,2125.44,0.3
35023,3436.86,1.4
35025,4390.93,14.7
35027,4831.09,4.2
35028,109.17,164.4
35029,2965.19,8.5
35031,5449.81,13.1
35033,1931.27,2.5
35035,6613.21,9.6
35037,2874.35,3.1
35039,5860.84,6.9
35041,2447.43,8.1
35043,3710.65,35.5
35045,5513.07,23.6
35047,4715.82,6.2
35049,1909.41,75.5
35051,4178.96,2.9
35053,6646.68,2.7
35055,2203.11,15
35057,3344.85,4.9
35059,3823.74,1.2
35061,1066.18,71.8
36000,47126.4,411.2
36001,522.8,581.9
36003,1029.31,47.6
36005,42.1,32903.6
36007,705.77,284.2
36009,1308.35,61.4
36011,691.58,115.7
36013,1060.23,127.2
36015,407.35,218.1
36017,893.55,56.5
36019,1037.85,79.1
36021,634.71,99.4
36023,498.76,98.9
36025,1442.44,33.3
36027,795.63,373.9
36029,1042.69,881.4
36031,1794.23,21.9
36033,1629.12,31.7
36035,495.47,112.1
36037,492.94,121.9
36039,647.16,76.1
36041,1717.37,2.8
36043,1411.47,45.7
36045,1268.59,91.6
36047,70.82,35369.1
36049,1274.68,21.3
36051,631.76,103.5
36053,654.84,112.2
36055,657.21,1132.6
36057,403.04,124.6
36059,284.72,4704.8
36061,22.83,69467.5
36063,522.36,414.4
36065,1212.43,193.7
36067,778.39,600
36069,644.07,167.6
36071,811.69,459.3
36073,391.26,109.6
36075,951.65,128.3
36077,1001.7,62.2
36079,230.31,432.9
36081,108.53,20553.6
36083,652.43,244.4
36085,58.37,8030.3
36087,173.55,1795.9
36089,2680.38,41.8
36091,809.98,271.1
36093,204.52,756.6
36095,621.82,52.7
36097,328.33,55.9
36099,323.71,108.9
36101,1390.56,71.2
36103,912.05,1637.4
36105,968.13,80.1
36107,518.6,98.6
36109,474.65,214
36111,1124.24,162.3
36113,866.95,75.8
36115,831.18,76.1
36117,603.83,155.3
36119,430.5,2204.7
36121,592.75,71.1
36123,338.14,75
37000,48617.91,196.1
37001,423.94,356.5
37003,259.99,143.1
37005,235.06,47.5
37007,531.45,50.7
37009,426.14,64
37011,247.09,72
37013,827.19,57.7
37015,699.27,30.4
37017,874.33,40.2
37019,846.97,126.8
37021,656.67,362.9
37023,507.1,179.3
37025,361.75,492.1
37027,471.57,176.1
37029,240.56,41.5
37031,506.25,131.3
37033,424.92,55.8
37035,398.72,387.1
37037,682.19,93.1
37039,455.43,60.3
37041,172.47,85.8
37043,214.75,49.3
37045,464.25,211.3
37047,937.29,62
37049,708.96,146
37051,652.32,489.7
37053,261.85,89.9
37055,383.42,88.5
37057,552.68,294.7
37059,264.11,156.2
37061,816.22,71.7
37063,285.98,935.7
37065,505.34,111.9
37067,408.15,859.2
37069,491.68,123.3
37071,356.03,578.8
37073,340.45,35.8
37075,292.08,30.3
37077,531.57,112.7
37079,265.93,80.3
37081,645.7,756.4
37083,724.09,75.5
37085,594.99,192.7
37087,553.69,106.6
37089,373.07,286.1
37091,353.06,69.9
37093,390.74,120.2
37095,612.7,9.5
37097,573.83,277.8
37099,490.76,82.1
37101,791.3,213.4
37103,470.71,21.6
37105,254.96,227
37107,400.59,148.5
37109,297.94,262.7
37111,440.61,102.1
37113,515.56,65.8
37115,449.57,46.2
37117,461.22,53.1
37119,523.84,1755.5
37121,221.43,70.4
37123,491.76,56.5
37125,697.84,126.5
37127,540.41,177.3
37129,191.53,1058.1
37131,536.59,41.2
37133,762.74,233.1
37135,397.96,336.2
37137,336.54,39.1
37139,226.88,179.2
37141,869.8,60
37143,247.09,54.4
37145,392.32,100.6
37147,651.98,257.9
37149,237.79,86.3
37151,782.52,181.1
37153,473.82,98.4
37155,949.22,141.3
37157,565.55,165.6
37159,511.37,270.7
37161,564.15,120.2
37163,944.74,67.1
37165,318.85,113.4
37167,395.09,153.3
37169,448.86,105.6
37171,532.17,138.4
37173,528,26.5
37175,378.53,87.4
37177,389.04,11.3
37179,631.52,318.7
37181,253.52,179.2
37183,835.22,1078.8
37185,428.46,48.9
37187,348.14,38
37189,312.56,163.4
37191,553.09,221.7
37193,754.28,91.9
37195,368.17,220.6
37197,334.83,114.7
37199,312.6,57
38000,69000.8,9.7
38001,987.62,2.4
38003,1491.55,7.4
38005,1388.71,4.8
38007,1148.85,0.7
38009,1668.42,3.9
38011,1161.81,2.7
38013,1103.57,1.8
38015,1632.65,49.8
38017,1764.94,84.9
38019,1488.75,2.7
38021,1131.47,4.7
38023,1260.79,1.6
38025,2008.46,1.8
38027,630.17,3.8
38029,1510.44,2.4
38031,635.45,5.3
38033,1000.79,1.7
38035,1436.38,46.5
38037,1659.14,1.4
38039,708.82,3.4
38041,1132.22,2.2
38043,1351.19,1.8
38045,1145.94,3.6
38047,992.82,2
38049,1873.95,2.9
38051,974.73,2.9
38053,2760.32,2.3
38055,2110.88,4.2
38057,1042.96,8.1
38059,1926.27,14.3
38061,1825.3,4.2
38063,981.78,3.2
38065,722.51,2.6
38067,1118.69,6.6
38069,1018.6,4.3
38071,1186.85,9.6
38073,862.36,6.3
38075,877.05,2.8
38077,1435.78,11.4
38079,903.08,15.4
38081,858.51,4.5
38083,972.38,1.4
38085,1094.09,3.8
38087,1214.92,0.6
38089,1334.74,18.1
38091,712.22,2.8
38093,2221.72,9.5
38095,1024.56,2.2
38097,861.95,9.4
38099,1281.93,8.7
38101,2013.28,30.6
38103,1271.05,3.3
38105,2077.4,10.8
39000,40860.69,282.3
39001,583.87,48.9
39003,402.5,264.2
39005,422.95,125.6
39007,701.93,144.6
39009,503.6,128.6
39011,401.39,114.5
39013,532.13,132.3
39015,490.02,91.5
39017,467.06,788.2
39019,394.61,73.1
39021,428.67,93.5
39023,397.47,348
39025,452.1,436.5
39027,408.68,102.9
39029,531.89,202.7
39031,563.91,65.4
39033,401.79,109
39035,457.19,2800
39037,598.1,88.5
39039,411.46,94.9
39041,443.1,393.2
39043,251.56,306.4
39045,504.41,289.8
39047,406.36,71.4
39049,532.19,2186.1
39051,405.44,105.3
39053,466.53,66.3
39055,400.16,233.4
39057,413.73,390.5
39059,522.25,76.8
39061,405.91,1976.7
39063,531.36,140.7
39065,470.41,68.1
39067,402.34,39.4
39069,416.01,67.8
39071,553.08,78.8
39073,421.32,69.7
39075,422.53,100.3
39077,491.5,121.3
39079,420.3,79
39081,408.33,170.7
39083,525.49,115.9
39085,227.49,1011.2
39087,453.37,137.7
39089,682.5,243.9
39091,458.43,100
39093,491.1,613.6
39095,340.86,1296.2
39097,465.88,93.2
39099,411.62,580.2
39101,403.76,164.7
39103,421.36,409
39105,430.1,55.3
39107,462.45,88.3
39109,406.58,252.1
39111,455.72,32.1
39113,461.55,1159.5
39115,416.42,36.2
39117,406.08,85.8
39119,664.58,129.5
39121,398.01,36.8
39123,254.92,162.5
39125,416.44,47.1
39127,407.97,88.4
39129,501.32,111.1
39131,440.28,65.2
39133,487.38,331.2
39135,424.12,99.7
39137,482.52,71.5
39139,495.27,251.3
39141,689.19,113.3
39143,408.45,149.2
39145,610.21,130.3
39147,551.02,103
39149,407.68,121.2
39151,575.27,652.9
39153,412.75,1312.6
39155,618.3,340.1
39157,567.64,163.1
39159,431.73,121.1
39161,409.16,70.3
39163,412.36,32.6
39165,401.31,530
39167,631.97,97.8
39169,554.93,206.4
39171,420.97,89.4
39173,617.21,203.3
39175,406.87,55.6
40000,68594.92,54.7
40001,573.48,39.6
40003,866.46,6.5
40005,975.52,14.5
40007,1814.67,3.1
40009,901.81,24.5
40011,928.42,12.9
40013,904.47,46.9
40015,1278.29,23.2
40017,896.63,128.9
40019,822.18,57.8
40021,749.41,62.7
40023,770.36,19.7
40025,1834.74,1.3
40027,538.77,474.7
40029,516.68,11.5
40031,1069.29,116.1
40033,632.65,9.8
40035,761.35,19.7
40037,950.14,73.6
40039,988.82,27.8
40041,738.18,56.2
40043,999.48,4.8
40045,1231.52,3.4
40047,1058.47,57.2
40049,802.12,34.4
40051,1100.5,47.6
40053,1000.87,4.5
40055,639.32,9.8
40057,537.19,5.4
40059,1039.02,3.5
40061,576.52,22.1
40063,804.65,17.4
40065,802.65,32.9
40067,758.83,8.5
40069,642.94,17
40071,919.73,50.6
40073,898.16,16.7
40075,1015.23,9.3
40077,722.08,15.4
40079,1589.21,31.7
40081,952.31,36
40083,743.83,56.3
40085,514,18.3
40087,570.7,60.5
40089,1850.01,17.9
40091,618.5,32.7
40093,954.99,7.9
40095,371.08,42.7
40097,655.39,63
40099,416.46,32.4
40101,810.45,87.6
40103,731.9,15.8
40105,565.78,18.6
40107,618.57,19.7
40109,708.82,1013.8
40111,697.35,57.5
40113,2246.36,21.1
40115,470.82,67.6
40117,567.96,29.2
40119,684.7,113
40121,1305.46,35.1
40123,720.44,52
40125,787.67,88.2
40127,1395.84,8.3
40129,1141.14,3.2
40131,675.63,128.6
40133,632.84,40.3
40135,673.27,63
40137,870.24,51.8
40139,2041.26,10.1
40141,871.13,9.2
40143,570.25,1058.1
40145,561.56,130.1
40147,415.45,122.7
40149,1003.17,11.6
40151,1286.45,6.9
40153,1242.4,16.2
41000,95988.01,39.9
41001,3068.36,5.3
41003,675.94,126.6
41005,1870.32,201
41007,829.05,44.7
41009,657.36,75.1
41011,1596.17,39.5
41013,2979.09,7
41015,1627.46,13.7
41017,3018.19,52.3
41019,5036.08,21.4
41021,1204.81,1.6
41023,4528.54,1.6
41025,10133.17,0.7
41027,521.95,42.8
41029,2783.55,73
41031,1780.79,12.2
41033,1639.67,50.4
41035,5941.05,11.2
41037,8138.98,1
41039,4553.12,77.2
41041,979.77,47
41043,2290.13,50.9
41045,9887.53,3.2
41047,1182.33,266.7
41049,2031.61,5.5
41051,431.3,1704.9
41053,740.79,101.8
41055,823.69,2.1
41057,1102.58,22.9
41059,3215.51,23.6
41061,2036.61,12.6
41063,3146.19,2.2
41065,2381.52,10.6
41067,724.23,731.4
41069,1714.75,0.8
41071,715.86,138.6
42000,44742.7,283.9
42001,518.67,195.5
42003,730.08,1675.6
42005,653.2,105.5
42007,434.71,392.3
42009,1012.3,49.2
42011,856.51,480.4
42013,525.8,241.7
42015,1147.4,54.6
42017,604.31,1034.7
42019,788.6,233.1
42021,688.35,208.7
42023,396.23,12.8
42025,381.46,171.1
42027,1109.92,138.7
42029,750.51,664.7
42031,600.83,66.6
42033,1144.72,71.3
42035,887.98,44.2
42037,483.11,139.3
42039,1012.3,87.7
42041,545.46,431.6
42043,525.05,510.6
42045,183.84,3040.5
42047,827.36,38.6
42049,799.15,351.1
42051,790.34,172.8
42053,427.19,18.1
42055,772.22,193.7
42057,437.55,33.9
42059,575.95,67.2
42061,874.64,52.5
42063,827.03,107.5
42065,652.43,69.3
42067,391.35,63
42069,459.08,467.1
42071,943.81,550.4
42073,358.18,254.4
42075,361.83,369.1
42077,345.17,1012.5
42079,890.33,360.4
42081,1228.59,94.5
42083,979.2,44.4
42085,672.58,173.4
42087,411.03,113.6
42089,608.29,279.2
42091,483.04,1655.9
42093,130.24,140.3
42095,369.67,805.4
42097,458.37,206.2
42099,551.45,83.4
42101,134.1,11379.5
42103,544.96,105.3
42105,1081.32,16.1
42107,778.63,190.4
42109,328.71,120.8
42111,1074.37,72.4
42113,449.94,14.3
42115,823.44,52.7
42117,1133.79,37
42119,315.98,142.2
42121,674.28,81.5
42123,884.14,47.3
42125,856.99,242.5
42127,725.6,72.8
42129,1027.55,355.4
42131,397.32,71.2
42133,904.18,481.1
44000,1033.81,1018.1
44001,24.16,2064
44003,168.53,985.9
44005,102.39,809.6
44007,409.5,1530.3
44009,329.24,385.7
45000,30060.7,153.9
45001,490.48,51.8
45003,1071.03,149.5
45005,408.09,25.5
45007,715.43,261.6
45009,393.37,40.6
45011,548.39,41.2
45013,576.28,281.5
45015,1098.86,161.8
45017,381.15,39.8
45019,916.09,382.3
45021,392.66,140.9
45023,580.66,57.1
45025,799.08,58.5
45027,606.94,57.6
45029,1056.49,36.8
45031,561.15,122.4
45033,404.87,79.2
45035,573.23,238.2
45037,500.41,53.9
45039,686.28,34.9
45041,799.96,171.1
45043,813.55,73.9
45045,785.12,574.7
45047,454.73,153.2
45049,559.9,37.7
45051,1133.9,237.5
45053,655.32,37.8
45055,726.56,84.9
45057,549.16,139.6
45059,713.8,93.2
45061,410.18,46.9
45063,698.91,375.4
45065,359.13,28.5
45067,489.23,67.6
45069,479.67,60.3
45071,630.04,59.5
45073,626.33,118.6
45075,1106.1,83.6
45077,496.41,240.2
45079,757.07,507.9
45081,452.78,43.9
45083,807.93,351.9
45085,665.07,161.6
45087,514.17,56.3
45089,934.16,36.8
45091,680.6,332.2
46000,75811,10.7
46003,708.43,3.8
46005,1258.71,13.8
46007,1184.71,2.9
46009,563.7,12.5
46011,792.21,40.3
46013,1712.98,21.3
46015,817.24,6.4
46017,471.38,4.1
46019,2249.9,4.5
46021,733.68,2
46023,1097.49,8.3
46025,957.6,3.9
46027,412.19,33.6
46029,688.5,39.5
46031,2469.69,1.6
46033,1557,5.3
46035,435.56,44.8
46037,1027.87,5.6
46039,622.69,7
46041,2302.49,2.3
46043,431.8,7
46045,1125.96,3.6
46047,1739.92,4.1
46049,981.75,2.4
46051,681.46,10.8
46053,1014.96,4.2
46055,1810.53,1.1
46057,507.23,11.6
46059,1436.61,2.4
46061,434.51,7.7
46063,2671.38,0.5
46065,741.56,23
46067,812.9,9
46069,860.52,1.7
46071,1863.91,1.6
46073,526.23,3.9
46075,969.68,1
46077,832.24,6.2
46079,563.28,19.9
46081,800.04,30.1
46083,577.28,77.7
46085,1641.94,2.3
46087,574.2,9.8
46089,1136.64,2.2
46091,838.07,5.6
46093,3470.98,7.3
46095,1307.31,1.6
46097,570.31,4.2
46099,807.15,210
46101,519.39,12.5
46103,2776.55,36.4
46105,2870.48,1
46107,861.14,2.7
46109,1101.04,9.2
46111,569.32,4.1
46113,2093.9,6.5
46115,1503.93,4.3
46117,1444.43,2.1
46119,1006.82,1.4
46121,1388.56,6.9
46123,1612.45,3.5
46125,617.06,13.5
46127,460.54,31.3
46129,708.63,7.7
46135,521.16,43.1
46137,1961.27,1.4
47000,41234.9,153.9
47001,337.16,222.8
47003,473.64,95.1
47005,394.14,41.8
47007,406.43,31.7
47009,558.71,220.2
47011,328.76,301
47013,480.19,84.8
47015,265.64,52
47017,599.25,47.6
47019,341.2,168.3
47021,302.44,129.3
47023,285.74,60
47025,434.58,74.1
47027,236.54,33.2
47029,434.57,82.1
47031,428.96,123.1
47033,265.54,54.9
47035,681.03,82.3
47037,504.03,1243.3
47039,333.85,35.2
47041,304.35,61.5
47043,489.9,101.4
47045,512.33,74.8
47047,704.79,54.5
47049,498.61,36
47051,554.54,74
47053,602.74,82.4
47055,610.93,48.3
47057,280.6,80.7
47059,622.17,110.6
47061,360.53,38
47063,161.18,388
47065,542.43,620.3
47067,222.34,30.7
47069,667.77,40.8
47071,577.32,45.1
47073,486.98,116.7
47075,533.11,35.2
47077,520.07,53.4
47079,562.1,57.5
47081,612.5,40.3
47083,200.29,42.1
47085,530.98,34.9
47087,308.32,37.7
47089,274.08,187.6
47091,298.48,61.1
47093,508.22,850.5
