fips,LND110210,POP060210
47095,165.78,47.2
47097,471.99,58.9
47099,617.13,67.8
47101,282.09,43.1
47103,570.34,58.5
47105,229.22,211.8
47107,430.13,121.5
47109,562.86,46.3
47111,307.14,72.4
47113,557.12,176.4
47115,498.16,56.7
47117,375.46,81.5
47119,613.14,132
47121,195.12,60.2
47123,635.57,70
47125,539.18,319.6
47127,129.22,49.2
47129,522.18,42.1
47131,544.73,58.4
47133,433.48,50.9
47135,414.73,19.1
47137,162.98,31.2
47139,434.68,38.7
47141,401.1,180.3
47143,315.38,100.9
47145,360.71,150.2
47147,476.29,139.2
47149,619.36,424
47151,532.3,41.8
47153,265.86,53.1
47155,592.5,151.7
47157,763.17,1215.5
47159,314.29,61
47161,459.33,29
47163,413.36,379.4
47165,529.45,303.4
47167,458.37,133.3
47169,114.19,68.9
47171,186.17,98.4
47173,223.55,85.5
47175,273.42,20.3
47177,432.68,92.1
47179,326.47,376.7
47181,734.1,23.2
47183,580.36,60.3
47185,376.67,68.6
47187,582.6,314.4
47189,570.83,199.7
48000,261231.71,96.3
48001,1062.6,55
48003,1500.71,9.9
48005,797.78,108.8
48007,252.07,91.9
48009,903.11,10
48011,909.11,2.1
48013,1219.54,36.8
48015,646.51,44
48017,826.8,8.7
48019,790.96,25.9
48021,888.15,83.5
48023,867.48,4.3
48025,880.24,36.2
48027,1051.02,295.2
48029,1239.82,1383.1
48031,709.25,14.8
48033,897.44,0.7
48035,982.98,18.5
48037,885.01,104.6
48039,1357.7,230.7
48041,585.45,332.8
48043,6183.73,1.5
48045,900,1.8
48047,943.36,7.7
48049,944.43,40.3
48051,659.03,26.1
48053,994.26,43
48055,545.26,69.8
48057,506.84,42.2
48059,899.37,15.1
48061,890.92,456
48063,195.83,63.3
48065,920.22,6.7
48067,936.96,32.5
48069,894.43,9
48071,597.14,58.8
48073,1052.91,48.3
48075,696.41,10.1
48077,1088.72,9.9
48079,775.15,4
48081,911.47,3.6
48083,1261.95,7
48085,841.23,930
48087,918.44,3.3
48089,960.27,21.7
48091,559.48,193.9
48093,937.75,14.9
48095,983.8,4.2
48097,874.76,43.9
48099,1052.07,71.7
48101,900.56,1.7
48103,785.07,5.6
48105,2807.33,1.3
48107,900.2,6.7
48109,3812.8,0.6
48111,1503.26,4.5
48113,871.28,2718
48115,900.31,15.4
48117,1496.87,12.9
48119,256.83,20.4
48121,878.43,754.3
48123,908.98,22.1
48125,901.72,2.7
48127,1328.88,7.5
48129,926.89,4
48131,1793.48,6.6
48133,926.49,20.1
48135,897.69,152.8
48137,2117.86,0.9
48139,935.49,159.9
48141,1012.69,790.6
48143,1083.07,35
48145,765.48,23.3
48147,890.84,38.1
48149,950.01,25.8
48151,898.94,4.4
48153,992.14,6.5
48155,704.4,1.9
48157,861.48,679.5
48159,284.39,37.3
48161,877.74,22.6
48163,1133.5,15.2
48165,1502.38,11.7
48167,378.36,769.9
48169,893.41,7.2
48171,1058.21,23.5
48173,900.22,1.4
48175,852.01,8.5
48177,1066.69,18.6
48179,925.97,24.3
48181,932.8,129.6
48183,273.3,445.4
48185,787.46,33.8
48187,711.3,184.9
48189,1004.68,36.1
48191,883.49,3.8
48193,835.91,10.2
48195,919.81,6.1
48197,695.11,6
48199,890.57,61.3
48201,1703.48,2402.4
48203,899.95,72.9
48205,1462.03,4.1
48207,903.13,6.5
48209,677.98,231.7
48211,906.29,4.2
48213,873.75,89.9
48215,1570.87,493.2
48217,958.86,36.6
48219,908.39,25.2
48221,420.64,121.7
48223,767.17,45.8
48225,1230.91,19.3
48227,900.79,38.9
48229,4570.98,0.8
48231,840.32,102.5
48233,887.42,25
48235,1051.56,1.5
48237,910.66,9.9
48239,829.44,17
48241,938.85,38
48243,2264.56,1
48245,876.3,287.9
48247,1136.14,4.7
48249,864.97,47.2
48251,724.69,208.3
48253,928.55,21.8
48255,747.56,19.8
48257,780.7,132.4
48259,662.45,50.4
48261,1458.33,0.3
48263,902.51,0.9
48265,1103.32,45
48267,1250.99,3.7
48269,910.87,0.3
48271,1360.06,2.6
48273,881.31,36.4
48275,850.62,4.4
48277,907.19,54.9
48279,1016.18,13.8
48281,712.84,27.6
48283,1486.69,4.6
48285,969.71,19.9
48287,629.02,26.4
48289,1073.15,15.7
48291,1158.42,65.3
48293,905.29,25.8
48295,932.18,3.5
48297,1039.7,11.1
48299,934.03,20.7
48301,668.93,0.1
48303,895.6,311.3
48305,891.87,6.6
48307,1065.6,7.8
48309,1037.1,226.5
48311,1139.43,0.6
48313,466.07,29.3
48315,380.88,27.7
48317,914.94,5.2
48319,928.8,4.3
48321,1100.28,33.4
48323,1279.26,42.4
48325,1325.36,34.7
48327,902.03,2.5
48329,900.3,152
48331,1016.93,24.3
48333,748.26,6.6
48335,911.09,10.3
48337,930.91,21.2
48339,1041.74,437.5
48341,899.69,24.3
48343,251.99,51.3
48345,989.56,1.2
48347,946.54,68.2
48349,1009.63,47.3
48351,933.68,15.5
48353,912,16.7
48355,838.48,405.8
48357,917.63,11.1
48359,1500.53,1.4
48361,333.67,245.3
48363,951.79,29.5
48365,801.75,29.7
48367,903.48,129.4
48369,880.78,11.7
48371,4763.85,3.3
48373,1057.09,43
48375,908.37,133.3
48377,3855.24,2
48379,229.45,47.6
48381,911.54,132.4
48383,1175.3,2.9
48385,699.2,4.7
48387,1036.58,12.4
48389,2635.38,5.2
48391,770.44,9.6
48393,924.06,1
48395,855.68,19.4
48397,127.04,616.7
48399,1050.95,10
48401,924.03,57.7
48403,491.39,22
48405,530.66,16.7
48407,569.24,46.3
48409,693.45,93.5
48411,1135.3,5.4
48413,1310.63,2.6
48415,905.44,18.7
48417,914.29,3.7
48419,795.58,32
48421,923.04,3.3
48423,921.45,227.6
48425,186.46,45.5
48427,1223.18,49.8
48429,896.72,10.7
48431,923.45,1.2
48433,916.31,1.6
48435,1453.93,2.8
48437,890.16,8.8
48439,863.61,2094.7
48441,915.55,143.6
48443,2358.03,0.4
48445,888.84,14.2
48447,912.55,1.8
48449,406.05,79.6
48451,1521.97,72.4
48453,990.2,1034.4
48455,693.61,21
48457,924.5,23.5
48459,582.95,67.4
48461,1241.32,2.7
48463,1551.95,17
48465,3144.75,15.5
48467,842.56,62.4
48469,882.14,98.4
48471,784.17,86.5
48473,513.43,84.1
48475,835.6,12.8
48477,603.95,55.8
48479,3361.48,74.5
48481,1086.15,38
48483,914.52,5.9
48485,627.78,209.5
48487,970.84,13.9
48489,590.55,37.5
48491,1118.3,378
48493,803.73,53.4
48495,841.11,8.5
48497,904.42,65.4
48499,645.23,65
48501,799.71,9.9
48503,914.47,20.3
48505,998.41,14
48507,1297.41,9
49000,82169.62,33.6
49001,2589.88,2.6
49003,5745.55,8.7
49005,1164.81,96.7
49007,1478.49,14.5
49009,696.98,1.5
49011,298.78,1025.8
49013,3240.95,5.7
49015,4462.31,2.5
49017,5175.12,1
49019,3671.54,2.5
49021,3296.68,14
49023,3392.28,3
49025,3990.23,1.8
49027,6572.43,1.9
49029,609.2,15.5
49031,757.79,2.1
49033,1028.78,2.2
49035,742.28,1387.1
49037,7819.99,1.9
49039,1590.15,17.5
49041,1910.58,10.9
49043,1871.71,19.4
49045,6941.35,8.4
49047,4479.69,7.3
49049,2003.45,257.8
49051,1175.5,20
49053,2426.36,56.9
49055,2460.68,1.1
49057,576.08,401.4
50000,9216.66,67.9
50001,766.33,48
50003,674.98,55
50005,648.86,48.1
50007,536.58,291.7
50009,663.6,9.5
50011,633.71,75.3
50013,81.81,85.2
50015,458.8,53.3
50017,687.03,42.1
50019,693.27,39.3
50021,929.82,66.3
50023,687.23,86.6
50025,785.31,56.7
50027,969.34,58.5
51000,39490.09,202.6
51001,449.5,73.8
51003,720.7,137.3
51005,445.46,36.5
51007,355.27,35.7
51009,473.93,68.3
51011,333.49,44.9
51013,25.97,7993.6
51015,967,76.3
51017,529.16,8.9
51019,753.02,91.2
51021,357.73,19.1
51023,541.2,61.2
51025,566.17,30.8
51027,502.76,47.9
51029,579.66,29.6
51031,503.87,108.8
51033,527.51,54.1
51035,474.69,63.3
51036,182.82,39.7
51037,475.27,26.5
51041,423.3,747.1
51043,176.18,79.7
51045,329.53,15.7
51047,379.23,123.1
51049,297.46,33.8
51051,330.53,48.1
51053,503.72,55.6
51057,257.12,43.4
51059,390.97,2766.8
51061,647.45,100.7
51063,380.42,40.2
51065,286.01,89.8
51067,690.43,81.3
51069,413.5,189.4
51071,355.78,48.6
51073,217.81,169.2
51075,281.42,77.2
51077,442.18,35.1
51079,156.25,117.8
51081,295.23,41.5
51083,817.84,44.3
51085,468.54,213.1
51087,233.7,1313.4
51089,382.33,141.6
51091,415.16,5.6
51093,315.61,111.8
51095,142.44,470.4
51097,315.14,22
51099,179.64,131.3
51101,273.94,58.2
51103,133.25,85.5
51105,435.52,58.8
51107,515.56,605.8
51109,496.3,66.8
51111,431.68,29.9
51113,320.68,41.5
51115,85.93,104.5
51117,625.49,52.3
51119,130.31,84.1
51121,387.01,243.9
51125,470.86,31.9
51127,209.73,87.9
51131,211.61,58.5
51133,191.3,64.5
51135,314.39,50.4
51137,340.78,98.2
51139,310.86,77.3
51141,483.1,38.3
51143,968.94,65.5
51145,260.22,107.8
51147,349.96,66.8
51149,265.16,134.7
51153,336.4,1195
51155,319.86,109
51157,266.23,27.7
51159,191.49,48.3
51161,250.52,368.7
51163,597.56,37.3
51165,849.09,89.9
51167,473.82,61
51169,535.53,43.3
51171,508.78,82.5
51173,450.93,71.4
51175,599.15,31
51177,401.5,304.9
51179,268.96,479.5
51181,278.95,25.3
51183,490.22,24.7
51185,518.85,86.9
51187,213.47,176
51191,560.98,97.8
51193,229.38,76.1
51195,403.19,102.8
51197,461.82,63.3
51199,104.78,624.8
51510,15.03,9314.3
51515,6.88,904.6
51520,13.01,1370.6
51530,6.7,991.9
51540,10.24,4246.4
51550,340.8,652
51570,7.52,2315.3
51580,5.47,1090.2
51590,42.93,1002.8
51595,6.89,859.7
51600,6.24,3616.8
51610,2,6169.1
51620,8.21,1045.8
51630,10.44,2326.2
51640,8.24,854.6
51650,51.41,2673.2
51660,17.42,2808.2
51670,10.28,2198
51678,2.5,2820.2
51680,49.13,1538.2
51683,9.88,3827.6
51685,2.53,5632.6
51690,10.96,1261.5
51700,68.71,2630
51710,54.12,4486.4
51720,7.48,529.1
51730,22.93,1413.7
51735,15.32,793.2
51740,33.65,2838.8
51750,9.87,1662.1
51760,59.81,3414.7
51770,42.56,2279.8
51775,14.44,1717.9
51790,19.98,1188.8
51800,400.17,211.4
51810,249.02,1758.9
51820,15.04,1396.8
51830,9.02,1559.3
51840,9.23,2838
53000,66455.52,101.2
53001,1924.98,9.7
53003,636.21,34
53005,1700.38,103
53007,2920.53,24.8
53009,1738.33,41.1
53011,629,676.2
53013,868.63,4.7
53015,1140.13,89.8
53017,1819.26,21.1
53019,2203.16,3.4
53021,1242.17,62.9
53023,710.69,3.2
53025,2679.51,33.3
53027,1902.03,38.3
53029,208.45,376.6
53031,1803.7,16.6
53033,2115.57,912.9
53035,394.94,635.9
53037,2297.27,17.8
53039,1871.31,10.9
53041,2402.8,31.4
53043,2310.49,4.6
53045,959.42,63.3
53047,5267.98,7.8
53049,932.66,22.4
53051,1399.99,9.3
53053,1669.51,476.3
53055,173.92,90.7
53057,1731.2,67.5
53059,1655.68,6.7
53061,2087.27,341.8
53063,1763.79,267.2
53065,2477.77,17.6
53067,721.96,349.4
53069,263.38,15.1
53071,1270.13,46.3
53073,2106.86,95.5
53075,2159.09,20.7
53077,4295.4,56.6
54000,24038.21,77.1
54001,341.06,48.6
54003,321.14,324.4
54005,501.54,49.1
54007,510.81,28.4
54009,89.21,269.8
54011,281.02,342.8
54013,279.25,27.3
54015,341.9,27.5
54017,319.72,25.7
54019,661.55,69.6
54021,338.5,25.7
54023,477.37,25
54025,1019.57,34.8
54027,640.25,37.4
54029,82.61,371.3
54031,582.31,24.1
54033,416.01,166.1
54035,464.35,62.9
54037,209.64,255.2
54039,901.59,214.1
54041,384.9,42.5
54043,437.04,49.7
54045,453.74,81
54047,533.46,41.5
54049,308.74,182.7
54051,305.43,108.4
54053,430.75,63.4
54055,418.99,148.6
54057,327.83,86.1
54059,423.11,63.4
54061,360.06,267.1
54063,472.75,28.6
54065,229.07,76.6
54067,646.82,40.6
54069,105.82,420
54071,696.05,11.1
54073,130.1,58.5
54075,940.28,9.3
54077,648.81,51.7
54079,345.67,160.5
54081,605.35,130.3
54083,1039.68,28.3
54085,451.99,23.1
54087,483.56,30.9
54089,360.46,38.6
54091,172.77,97.8
54093,418.92,17
54095,256.29,35.9
54097,354.64,68.4
54099,505.98,84
54101,553.47,16.5
54103,358.06,46.3
54105,232.51,24.6
54107,366.26,237.4
54109,499.45,47.6
55000,54157.8,105
55001,645.65,32.3
55003,1045.04,15.5
55005,862.71,53.2
55007,1477.86,10.2
55009,529.71,468.2
55011,671.64,20.2
55013,821.85,18.8
55015,318.24,153.9
55017,1008.37,61.9
55019,1209.82,28.7
55021,765.53,74.2
55023,570.66,29.2
55025,1197.24,407.7
55027,875.63,101.4
55029,481.98,57.6
55031,1304.14,33.9
55033,850.11,51.6
55035,637.98,154.8
55037,488.2,9.1
55039,719.55,141.2
55041,1014.07,9.2
55043,1146.85,44.7
55045,583.96,63.1
55047,349.44,54.5
55049,762.58,31.1
55051,758.17,7.8
55053,987.72,20.7
55055,556.47,150.4
55057,766.93,34.8
55059,271.99,611.9
55061,342.52,60.1
55063,451.69,253.8
55065,633.59,26.6
55067,870.64,22.9
55069,878.97,32.7
55071,589.08,138.3
55073,1544.98,86.8
55075,1399.35,29.8
55077,455.6,33.8
55078,357.61,11.8
55079,241.4,3926
55081,900.78,49.6
55083,997.99,37.7
55085,1112.97,32.3
55087,637.52,277.2
55089,233.08,370.7
55091,231.98,32.2
55093,573.75,71.5
55095,913.96,48.4
55097,800.68,87.4
55099,1254.38,11.3
55101,332.5,587.7
55103,586.15,30.7
55105,718.14,223.3
55107,913.59,16.2
55109,722.33,116.8
55111,830.9,74.6
55113,1257.31,13.2
55115,893.06,47
55117,511.27,225.9
55119,974.88,21.2
55121,732.97,39.3
55123,791.58,37.6
55125,856.6,25
55127,555.13,184.2
55129,797.11,20
55131,430.7,306.2
55133,549.57,709.4
55135,747.71,70.1
55137,626.15,39.1
55139,434.49,384.3
55141,793.12,94.2
56000,97093.14,5.8
56001,4273.84,8.5
56003,3137.1,3.7
56005,4802.71,9.6
56007,7897.58,2
56009,4254.88,3.3
56011,2854.41,2.5
56013,9183.81,4.4
56015,2225.39,6
56017,2004.09,2.4
56019,4154.15,2.1
56021,2685.91,34.2
56023,4076.13,4.4
56025,5340.35,14.1
56027,2626.04,0.9
56029,6942.08,4.1
56031,2084.21,4.2
56033,2523.99,11.5
56035,4886.54,2.1
56037,10426.65,4.2
56039,3995.38,5.3
56041,2081.26,10.1
56043,2238.55,3.8
56045,2398.09,3
